"Display_Name","Transcript_ID","Gene_ID","Biotype","Start","End","Chromosome","Description","Canonical_Transcript"
"AANAT","ENST00000585649","ENSG00000129673","protein_coding",76453351,76470117,"17","aralkylamine N-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:19]","ENST00000392492.8"
"AASDHPPT","ENST00000533423","ENSG00000149313","protein_coding",106075501,106098699,"11","aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase [Source:HGNC Symbol;Acc:HGNC:14235]","ENST00000278618.9"
"AASDHPPT","ENST00000524411","ENSG00000149313","protein_coding",106075501,106098699,"11","aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase [Source:HGNC Symbol;Acc:HGNC:14235]","ENST00000278618.9"
"AASDHPPT","ENST00000525660","ENSG00000149313","protein_coding",106075501,106098699,"11","aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase [Source:HGNC Symbol;Acc:HGNC:14235]","ENST00000278618.9"
"AASDHPPT","ENST00000278618","ENSG00000149313","protein_coding",106075501,106098699,"11","aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase [Source:HGNC Symbol;Acc:HGNC:14235]","ENST00000278618.9"
"AASDHPPT","ENST00000534152","ENSG00000149313","protein_coding",106075501,106098699,"11","aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase [Source:HGNC Symbol;Acc:HGNC:14235]","ENST00000278618.9"
"AASS","ENST00000679864","ENSG00000008311","protein_coding",122064583,122144308,"7","aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]","ENST00000417368.7"
"AASS","ENST00000417368","ENSG00000008311","protein_coding",122064583,122144308,"7","aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]","ENST00000417368.7"
"AASS","ENST00000681708","ENSG00000008311","protein_coding",122064583,122144308,"7","aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]","ENST00000417368.7"
"AASS","ENST00000679511","ENSG00000008311","protein_coding",122064583,122144308,"7","aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]","ENST00000417368.7"
"AASS","ENST00000679579","ENSG00000008311","protein_coding",122064583,122144308,"7","aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]","ENST00000417368.7"
"AASS","ENST00000679847","ENSG00000008311","protein_coding",122064583,122144308,"7","aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]","ENST00000417368.7"
"AASS","ENST00000679659","ENSG00000008311","protein_coding",122064583,122144308,"7","aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]","ENST00000417368.7"
"AASS","ENST00000681213","ENSG00000008311","protein_coding",122064583,122144308,"7","aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]","ENST00000417368.7"
"AASS","ENST00000679764","ENSG00000008311","protein_coding",122064583,122144308,"7","aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]","ENST00000417368.7"
"AASS","ENST00000679419","ENSG00000008311","protein_coding",122064583,122144308,"7","aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]","ENST00000417368.7"
"AASS","ENST00000681907","ENSG00000008311","protein_coding",122064583,122144308,"7","aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]","ENST00000417368.7"
"AASS","ENST00000681387","ENSG00000008311","protein_coding",122064583,122144308,"7","aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]","ENST00000417368.7"
"AASS","ENST00000681318","ENSG00000008311","protein_coding",122064583,122144308,"7","aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]","ENST00000417368.7"
"AASS","ENST00000681434","ENSG00000008311","protein_coding",122064583,122144308,"7","aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]","ENST00000417368.7"
"AASS","ENST00000679721","ENSG00000008311","protein_coding",122064583,122144308,"7","aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]","ENST00000417368.7"
"AASS","ENST00000679818","ENSG00000008311","protein_coding",122064583,122144308,"7","aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]","ENST00000417368.7"
"AASS","ENST00000680080","ENSG00000008311","protein_coding",122064583,122144308,"7","aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]","ENST00000417368.7"
"AASS","ENST00000681626","ENSG00000008311","protein_coding",122064583,122144308,"7","aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]","ENST00000417368.7"
"AASS","ENST00000681314","ENSG00000008311","protein_coding",122064583,122144308,"7","aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]","ENST00000417368.7"
"AASS","ENST00000460376","ENSG00000008311","protein_coding",122064583,122144308,"7","aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]","ENST00000417368.7"
"AASS","ENST00000393376","ENSG00000008311","protein_coding",122064583,122144308,"7","aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]","ENST00000417368.7"
"AASS","ENST00000473553","ENSG00000008311","protein_coding",122064583,122144308,"7","aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]","ENST00000417368.7"
"AASS","ENST00000681511","ENSG00000008311","protein_coding",122064583,122144308,"7","aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]","ENST00000417368.7"
"AASS","ENST00000358954","ENSG00000008311","protein_coding",122064583,122144308,"7","aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]","ENST00000417368.7"
"AASS","ENST00000431170","ENSG00000008311","protein_coding",122064583,122144308,"7","aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]","ENST00000417368.7"
"AASS","ENST00000426162","ENSG00000008311","protein_coding",122064583,122144308,"7","aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]","ENST00000417368.7"
"AASS","ENST00000679402","ENSG00000008311","protein_coding",122064583,122144308,"7","aminoadipate-semialdehyde synthase [Source:HGNC Symbol;Acc:HGNC:17366]","ENST00000417368.7"
"ABAT","ENST00000564714","ENSG00000183044","protein_coding",8674596,8784575,"16","4-aminobutyrate aminotransferase [Source:HGNC Symbol;Acc:HGNC:23]","ENST00000268251.13"
"ABAT","ENST00000563992","ENSG00000183044","protein_coding",8674596,8784575,"16","4-aminobutyrate aminotransferase [Source:HGNC Symbol;Acc:HGNC:23]","ENST00000268251.13"
"ABAT","ENST00000268251","ENSG00000183044","protein_coding",8674596,8784575,"16","4-aminobutyrate aminotransferase [Source:HGNC Symbol;Acc:HGNC:23]","ENST00000268251.13"
"ABAT","ENST00000568847","ENSG00000183044","protein_coding",8674596,8784575,"16","4-aminobutyrate aminotransferase [Source:HGNC Symbol;Acc:HGNC:23]","ENST00000268251.13"
"ABAT","ENST00000561870","ENSG00000183044","protein_coding",8674596,8784575,"16","4-aminobutyrate aminotransferase [Source:HGNC Symbol;Acc:HGNC:23]","ENST00000268251.13"
"ABAT","ENST00000569695","ENSG00000183044","protein_coding",8674596,8784575,"16","4-aminobutyrate aminotransferase [Source:HGNC Symbol;Acc:HGNC:23]","ENST00000268251.13"
"ABAT","ENST00000396600","ENSG00000183044","protein_coding",8674596,8784575,"16","4-aminobutyrate aminotransferase [Source:HGNC Symbol;Acc:HGNC:23]","ENST00000268251.13"
"ABAT","ENST00000566590","ENSG00000183044","protein_coding",8674596,8784575,"16","4-aminobutyrate aminotransferase [Source:HGNC Symbol;Acc:HGNC:23]","ENST00000268251.13"
"ABAT","ENST00000563215","ENSG00000183044","protein_coding",8674596,8784575,"16","4-aminobutyrate aminotransferase [Source:HGNC Symbol;Acc:HGNC:23]","ENST00000268251.13"
"ABAT","ENST00000565016","ENSG00000183044","protein_coding",8674596,8784575,"16","4-aminobutyrate aminotransferase [Source:HGNC Symbol;Acc:HGNC:23]","ENST00000268251.13"
"ABAT","ENST00000567812","ENSG00000183044","protein_coding",8674596,8784575,"16","4-aminobutyrate aminotransferase [Source:HGNC Symbol;Acc:HGNC:23]","ENST00000268251.13"
"ABAT","ENST00000425191","ENSG00000183044","protein_coding",8674596,8784575,"16","4-aminobutyrate aminotransferase [Source:HGNC Symbol;Acc:HGNC:23]","ENST00000268251.13"
"ABAT","ENST00000569156","ENSG00000183044","protein_coding",8674596,8784575,"16","4-aminobutyrate aminotransferase [Source:HGNC Symbol;Acc:HGNC:23]","ENST00000268251.13"
"ABAT","ENST00000562115","ENSG00000183044","protein_coding",8674596,8784575,"16","4-aminobutyrate aminotransferase [Source:HGNC Symbol;Acc:HGNC:23]","ENST00000268251.13"
"ABAT","ENST00000565671","ENSG00000183044","protein_coding",8674596,8784575,"16","4-aminobutyrate aminotransferase [Source:HGNC Symbol;Acc:HGNC:23]","ENST00000268251.13"
"ABAT","ENST00000564453","ENSG00000183044","protein_coding",8674596,8784575,"16","4-aminobutyrate aminotransferase [Source:HGNC Symbol;Acc:HGNC:23]","ENST00000268251.13"
"ABHD14A-ACY1","ENST00000636085","ENSG00000114786","protein_coding",51974706,51989183,"3","ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]","ENST00000463937.1"
"ABHD14A-ACY1","ENST00000486081","ENSG00000114786","protein_coding",51974706,51989183,"3","ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]","ENST00000463937.1"
"ABHD14A-ACY1","ENST00000463721","ENSG00000114786","protein_coding",51974706,51989183,"3","ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]","ENST00000463937.1"
"ABHD14A-ACY1","ENST00000637778","ENSG00000114786","protein_coding",51974706,51989183,"3","ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]","ENST00000463937.1"
"ABHD14A-ACY1","ENST00000636646","ENSG00000114786","protein_coding",51974706,51989183,"3","ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]","ENST00000463937.1"
"ABHD14A-ACY1","ENST00000497128","ENSG00000114786","protein_coding",51974706,51989183,"3","ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]","ENST00000463937.1"
"ABHD14A-ACY1","ENST00000463937","ENSG00000114786","protein_coding",51974706,51989183,"3","ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]","ENST00000463937.1"
"ABHD14A-ACY1","ENST00000636942","ENSG00000114786","protein_coding",51974706,51989183,"3","ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]","ENST00000463937.1"
"ABHD14A-ACY1","ENST00000636089","ENSG00000114786","protein_coding",51974706,51989183,"3","ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]","ENST00000463937.1"
"ABHD14A-ACY1","ENST00000637696","ENSG00000114786","protein_coding",51974706,51989183,"3","ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]","ENST00000463937.1"
"ABHD14A-ACY1","ENST00000637563","ENSG00000114786","protein_coding",51974706,51989183,"3","ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]","ENST00000463937.1"
"ABHD14A-ACY1","ENST00000635937","ENSG00000114786","protein_coding",51974706,51989183,"3","ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]","ENST00000463937.1"
"ABHD14A-ACY1","ENST00000635946","ENSG00000114786","protein_coding",51974706,51989183,"3","ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]","ENST00000463937.1"
"ABHD14A-ACY1","ENST00000635951","ENSG00000114786","protein_coding",51974706,51989183,"3","ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]","ENST00000463937.1"
"ABHD14A-ACY1","ENST00000636826","ENSG00000114786","protein_coding",51974706,51989183,"3","ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]","ENST00000463937.1"
"ABHD14A-ACY1","ENST00000637130","ENSG00000114786","protein_coding",51974706,51989183,"3","ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]","ENST00000463937.1"
"ABHD14A-ACY1","ENST00000637025","ENSG00000114786","protein_coding",51974706,51989183,"3","ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]","ENST00000463937.1"
"ABHD14A-ACY1","ENST00000635952","ENSG00000114786","protein_coding",51974706,51989183,"3","ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]","ENST00000463937.1"
"ABHD14A-ACY1","ENST00000636718","ENSG00000114786","protein_coding",51974706,51989183,"3","ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]","ENST00000463937.1"
"ABHD14A-ACY1","ENST00000636029","ENSG00000114786","protein_coding",51974706,51989183,"3","ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]","ENST00000463937.1"
"ABHD14A-ACY1","ENST00000637222","ENSG00000114786","protein_coding",51974706,51989183,"3","ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]","ENST00000463937.1"
"ABHD14A-ACY1","ENST00000636490","ENSG00000114786","protein_coding",51974706,51989183,"3","ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]","ENST00000463937.1"
"ABHD14A-ACY1","ENST00000637978","ENSG00000114786","protein_coding",51974706,51989183,"3","ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]","ENST00000463937.1"
"ABHD14A-ACY1","ENST00000637730","ENSG00000114786","protein_coding",51974706,51989183,"3","ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]","ENST00000463937.1"
"ABHD14A-ACY1","ENST00000635785","ENSG00000114786","protein_coding",51974706,51989183,"3","ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]","ENST00000463937.1"
"ABHD14A-ACY1","ENST00000637512","ENSG00000114786","protein_coding",51974706,51989183,"3","ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]","ENST00000463937.1"
"ABHD14A-ACY1","ENST00000636660","ENSG00000114786","protein_coding",51974706,51989183,"3","ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]","ENST00000463937.1"
"ABHD14A-ACY1","ENST00000636264","ENSG00000114786","protein_coding",51974706,51989183,"3","ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]","ENST00000463937.1"
"ABHD14A-ACY1","ENST00000637461","ENSG00000114786","protein_coding",51974706,51989183,"3","ABHD14A-ACY1 readthrough [Source:HGNC Symbol;Acc:HGNC:38856]","ENST00000463937.1"
"ABHD16A","ENST00000468205","ENSG00000204427","protein_coding",31686955,31703356,"6","abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]","ENST00000395952.8"
"ABHD16A","ENST00000475742","ENSG00000204427","protein_coding",31686955,31703356,"6","abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]","ENST00000395952.8"
"ABHD16A","ENST00000395952","ENSG00000204427","protein_coding",31686955,31703356,"6","abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]","ENST00000395952.8"
"ABHD16A","ENST00000492084","ENSG00000204427","protein_coding",31686955,31703356,"6","abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]","ENST00000395952.8"
"ABHD16A","ENST00000495769","ENSG00000204427","protein_coding",31686955,31703356,"6","abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]","ENST00000395952.8"
"ABHD16A","ENST00000440843","ENSG00000204427","protein_coding",31686955,31703356,"6","abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]","ENST00000395952.8"
"ABHD16A","ENST00000490209","ENSG00000204427","protein_coding",31686955,31703356,"6","abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]","ENST00000395952.8"
"ABHD16A","ENST00000474007","ENSG00000204427","protein_coding",31686955,31703356,"6","abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]","ENST00000395952.8"
"ABHD16A","ENST00000471644","ENSG00000204427","protein_coding",31686955,31703356,"6","abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]","ENST00000395952.8"
"ABHD16A","ENST00000477016","ENSG00000204427","protein_coding",31686955,31703356,"6","abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]","ENST00000395952.8"
"ABHD16A","ENST00000498420","ENSG00000204427","protein_coding",31686955,31703356,"6","abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]","ENST00000395952.8"
"ABHD16A","ENST00000496579","ENSG00000204427","protein_coding",31686955,31703356,"6","abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]","ENST00000395952.8"
"ABHD16A","ENST00000492899","ENSG00000204427","protein_coding",31686955,31703356,"6","abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]","ENST00000395952.8"
"ABHD16A","ENST00000477462","ENSG00000204427","protein_coding",31686955,31703356,"6","abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]","ENST00000395952.8"
"ABHD16A","ENST00000482224","ENSG00000204427","protein_coding",31686955,31703356,"6","abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]","ENST00000395952.8"
"ABHD16A","ENST00000468037","ENSG00000204427","protein_coding",31686955,31703356,"6","abhydrolase domain containing 16A, phospholipase [Source:HGNC Symbol;Acc:HGNC:13921]","ENST00000395952.8"
"ACAA1","ENST00000451419","ENSG00000060971","protein_coding",38103129,38137242,"3","acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]","ENST00000333167.13"
"ACAA1","ENST00000301810","ENSG00000060971","protein_coding",38103129,38137242,"3","acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]","ENST00000333167.13"
"ACAA1","ENST00000411549","ENSG00000060971","protein_coding",38103129,38137242,"3","acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]","ENST00000333167.13"
"ACAA1","ENST00000625927","ENSG00000060971","protein_coding",38103129,38137242,"3","acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]","ENST00000333167.13"
"ACAA1","ENST00000333167","ENSG00000060971","protein_coding",38103129,38137242,"3","acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]","ENST00000333167.13"
"ACAA1","ENST00000469559","ENSG00000060971","protein_coding",38103129,38137242,"3","acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]","ENST00000333167.13"
"ACAA1","ENST00000480865","ENSG00000060971","protein_coding",38103129,38137242,"3","acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]","ENST00000333167.13"
"ACAA1","ENST00000450296","ENSG00000060971","protein_coding",38103129,38137242,"3","acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]","ENST00000333167.13"
"ACAA1","ENST00000452171","ENSG00000060971","protein_coding",38103129,38137242,"3","acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]","ENST00000333167.13"
"ACAA1","ENST00000469600","ENSG00000060971","protein_coding",38103129,38137242,"3","acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]","ENST00000333167.13"
"ACAA1","ENST00000421218","ENSG00000060971","protein_coding",38103129,38137242,"3","acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]","ENST00000333167.13"
"ACAA1","ENST00000440176","ENSG00000060971","protein_coding",38103129,38137242,"3","acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]","ENST00000333167.13"
"ACAA1","ENST00000447223","ENSG00000060971","protein_coding",38103129,38137242,"3","acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]","ENST00000333167.13"
"ACAA1","ENST00000418880","ENSG00000060971","protein_coding",38103129,38137242,"3","acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]","ENST00000333167.13"
"ACAA1","ENST00000465181","ENSG00000060971","protein_coding",38103129,38137242,"3","acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]","ENST00000333167.13"
"ACAA1","ENST00000484284","ENSG00000060971","protein_coding",38103129,38137242,"3","acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]","ENST00000333167.13"
"ACAA1","ENST00000460424","ENSG00000060971","protein_coding",38103129,38137242,"3","acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]","ENST00000333167.13"
"ACAA1","ENST00000489559","ENSG00000060971","protein_coding",38103129,38137242,"3","acetyl-CoA acyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:82]","ENST00000333167.13"
"ACAA2","ENST00000285093","ENSG00000167315","protein_coding",49782164,49813953,"18","acetyl-CoA acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:83]","ENST00000285093.15"
"ACAA2","ENST00000589432","ENSG00000167315","protein_coding",49782164,49813953,"18","acetyl-CoA acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:83]","ENST00000285093.15"
"ACAA2","ENST00000591171","ENSG00000167315","protein_coding",49782164,49813953,"18","acetyl-CoA acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:83]","ENST00000285093.15"
"ACAA2","ENST00000587994","ENSG00000167315","protein_coding",49782164,49813953,"18","acetyl-CoA acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:83]","ENST00000285093.15"
"ACAA2","ENST00000586485","ENSG00000167315","protein_coding",49782164,49813953,"18","acetyl-CoA acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:83]","ENST00000285093.15"
"ACAA2","ENST00000585948","ENSG00000167315","protein_coding",49782164,49813953,"18","acetyl-CoA acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:83]","ENST00000285093.15"
"ACAA2","ENST00000586100","ENSG00000167315","protein_coding",49782164,49813953,"18","acetyl-CoA acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:83]","ENST00000285093.15"
"ACACA","ENST00000616317","ENSG00000278540","protein_coding",37084992,37406836,"17","acetyl-CoA carboxylase alpha [Source:HGNC Symbol;Acc:HGNC:84]","ENST00000616317.5"
"ACACA","ENST00000612895","ENSG00000278540","protein_coding",37084992,37406836,"17","acetyl-CoA carboxylase alpha [Source:HGNC Symbol;Acc:HGNC:84]","ENST00000616317.5"
"ACACA","ENST00000614428","ENSG00000278540","protein_coding",37084992,37406836,"17","acetyl-CoA carboxylase alpha [Source:HGNC Symbol;Acc:HGNC:84]","ENST00000616317.5"
"ACACA","ENST00000619546","ENSG00000278540","protein_coding",37084992,37406836,"17","acetyl-CoA carboxylase alpha [Source:HGNC Symbol;Acc:HGNC:84]","ENST00000616317.5"
