genes	cancer_types	correlation	Correlation_p.adj	log10_correlation	Expression	Expression_p.sgnif	Expression_p.adj	log10_p.adj	Genotypic_var	Phenotypic_var
hsa-let-7b-5p	LUAD	-0.147125803185962	0.000327484917137028	3.48480869736686	Underexpression	****	3.8e-07	6.42021640338319	miRNA expression	MSI
hsa-let-7b-5p	PCPG	-0.272158600045053	0.00520223474096293	2.28381005498429	Underexpression	**	0.0033	2.48148606012211	miRNA expression	MSI
hsa-let-7c-3p	PAAD	-0.371767103548418	0.00478689391078513	2.31994619743369	Unchanged	ns	0.86	0.0655015487564323	miRNA expression	MSI
hsa-let-7c-3p	KIRP	-0.21451829320087	0.00289468400604973	2.53839883847166	Underexpression	****	2.6e-06	5.58502665202918	miRNA expression	MSI
hsa-let-7c-3p	PCPG	-0.31993093887616	1.4233025162238e-05	4.84670278286479	Underexpression	**	0.0046	2.33724216831843	miRNA expression	MSI
hsa-let-7c-3p	COAD	-0.253019679712712	0.000298002546823586	3.52578002429051	Overexpression	**	0.0062	2.20760831050175	miRNA expression	MSI
hsa-let-7c-5p	PAAD	-0.379294952779572	0.00337544623323904	2.47166880540396	Unchanged	ns	0.31	0.508638306165727	miRNA expression	MSI
hsa-let-7c-5p	KIRP	-0.183921799966246	0.000275344461664719	3.56012365458361	Unchanged	ns	0.11	0.958607314841775	miRNA expression	MSI
hsa-let-7c-5p	OV	-0.171305609221191	0.0186149754225857	1.73013753284567					miRNA expression	MSI
hsa-let-7c-5p	STAD	-0.319600512038384	0.0140683660833962	1.85175633910898	Underexpression	*	0.015	1.82390874094432	miRNA expression	MSI
hsa-let-7c-5p	LUAD	-0.1511769876187	0.041611687083868	1.38078467602726	Underexpression	****	1.7e-11	10.7695510786217	miRNA expression	MSI
hsa-let-7c-5p	PCPG	-0.32925367366347	7.69694358583118e-06	5.11368169655758	Underexpression	**	0.0034	2.46852108295775	miRNA expression	MSI
hsa-let-7c-5p	BLCA	-0.190237617399581	0.00015295913842308	3.81542457132292	Underexpression	****	2e-08	7.69897000433602	miRNA expression	MSI
hsa-let-7c-5p	BRCA	-0.139090840417184	2.64121540522357e-07	6.57819617831404	Underexpression	****	8.3e-49	48.0809219076239	miRNA expression	MSI
hsa-let-7d-3p	LUSC	0.286361559828252	2.45271909070478e-09	8.61035218858233	Unchanged	ns	0.073	1.13667713987954	miRNA expression	MSI
hsa-let-7d-3p	PAAD	0.278954906464478	3.65981533032305e-08	7.43654082800588	Unchanged	ns	0.073	1.13667713987954	miRNA expression	MSI
hsa-let-7d-3p	KIRP	-0.21133570940808	0.00328296238936274	2.4837340926547	Unchanged	ns	0.27	0.568636235841013	miRNA expression	MSI
hsa-let-7d-3p	STAD	0.264010445392775	2.21601498596713e-07	6.65442730698475	Overexpression	***	0.00063	3.20065945054642	miRNA expression	MSI
hsa-let-7d-3p	BLCA	0.322649503587825	0.00408039015273659	2.38929830919452	Overexpression	***	0.00043	3.36653154442041	miRNA expression	MSI
hsa-let-7d-3p	BRCA	0.192233790974603	5.79887855810483e-05	4.23665598628493	Unchanged	ns	0.18	0.744727494896694	miRNA expression	MSI
hsa-let-7d-5p	LUSC	0.231372172745022	4.13825839160717e-07	6.38318239560705	Overexpression	*	0.026	1.58502665202918	miRNA expression	MSI
hsa-let-7d-5p	PAAD	0.363243379815104	8.92608711032695e-09	8.04933887916368	Underexpression	*	0.012	1.92081875395238	miRNA expression	MSI
hsa-let-7d-5p	STAD	0.175103210308819	0.0258249857249641	1.58795990986918	Overexpression	****	1.1e-08	7.95860731484177	miRNA expression	MSI
hsa-let-7d-5p	KIRC	-0.153789641292834	8.77208601642527e-05	4.05689711841315	Unchanged	ns	0.087	1.06048074738138	miRNA expression	MSI
hsa-let-7d-5p	BLCA	0.282683932505585	2.42047768863932e-05	4.61609891622304	Overexpression	****	1.5e-09	8.82390874094432	miRNA expression	MSI
hsa-let-7d-5p	BRCA	0.199485231196178	0.037108067661915	1.43053166019223	Overexpression	****	9.2e-13	12.0362121726544	miRNA expression	MSI
hsa-let-7e-3p	STAD	-0.207754890699948	0.0141761713400435	1.84844104633275	Underexpression	***	0.00034	3.46852108295774	miRNA expression	MSI
hsa-let-7e-3p	BRCA	0.109248143218088	0.00583064038747095	2.23428374344487	Underexpression	****	3.7e-09	8.43179827593301	miRNA expression	MSI
hsa-let-7e-5p	STAD	-0.285108108363798	0.00533940103994175	2.2725074582594	Unchanged	ns	0.76	0.119186407719209	miRNA expression	MSI
hsa-let-7e-5p	LGG	-0.16053132507474	9.42545265719302e-06	5.0256977836367					miRNA expression	MSI
hsa-let-7f-1-3p	PAAD	0.33723389722966	0.000105918687787782	3.97502740828632	Unchanged	ns	0.34	0.468521082957745	miRNA expression	MSI
hsa-let-7f-1-3p	OV	0.20977936489648	0.00471030600782551	2.3269508777558					miRNA expression	MSI
hsa-let-7f-1-3p	STAD	0.175933257891476	0.000154163302049124	3.81201899602804	Overexpression	****	8.2e-08	7.08618614761628	miRNA expression	MSI
hsa-let-7f-1-3p	BRCA	0.146594931281017	0.0394736899096911	1.4036922748582	Overexpression	****	1.1e-05	4.95860731484177	miRNA expression	MSI
hsa-let-7f-5p	PAAD	0.234365610112074	0.0348097835586751	1.45829867707668	Unchanged	ns	0.65	0.187086643357144	miRNA expression	MSI
hsa-let-7f-5p	LUAD	-0.142933874498246	0.0454101542694023	1.34284702269193	Underexpression	*	0.026	1.58502665202918	miRNA expression	MSI
hsa-let-7g-3p	STAD	0.243670380204941	0.00239000258035972	2.62160163016677	Unchanged	ns	0.054	1.26760624017703	miRNA expression	MSI
hsa-let-7g-3p	BLCA	0.195827311494368	2.25350046279515e-07	6.64714234840314	Overexpression	****	5.4e-11	10.267606240177	miRNA expression	MSI
hsa-let-7g-3p	BRCA	0.183025353259799	0.000365266795924692	3.43738980493589	Overexpression	****	1.1e-08	7.95860731484177	miRNA expression	MSI
hsa-let-7g-5p	LUAD	-0.14355606227967	0.0440580234100733	1.35597499064766	Unchanged	ns	0.48	0.318758762624413	miRNA expression	MSI
hsa-let-7g-5p	LGG	-0.135249951445563	0.0331859529998197	1.47904570622383					miRNA expression	MSI
hsa-miR-100-5p	LUSC	-0.289396491607124	4.45239917388354e-07	6.35140590650185	Underexpression	****	1.2e-19	18.9208187539524	miRNA expression	MSI
hsa-miR-100-5p	PAAD	-0.354690172372598	0.000181289727274098	3.74162680436876	Overexpression	*	0.037	1.43179827593301	miRNA expression	MSI
hsa-miR-100-5p	STAD	-0.239829523220828	0.00319177472010878	2.4959677693471	Underexpression	***	0.00053	3.27572413039921	miRNA expression	MSI
hsa-miR-100-5p	LUAD	-0.213874589630621	0.0466868478484105	1.33080544729975	Unchanged	ns	0.28	0.552841968657781	miRNA expression	MSI
hsa-miR-100-5p	COAD	-0.25698738216536	3.91089068618266e-05	4.40772432290012	Unchanged	ns	0.42	0.3767507096021	miRNA expression	MSI
hsa-miR-100-5p	BLCA	-0.282072320540307	1.67724274367448e-07	6.77540407835443	Underexpression	****	9.1e-06	5.04095860767891	miRNA expression	MSI
hsa-miR-100-5p	BRCA	-0.141610781003711	4.23444380208221e-05	4.37320362654933	Underexpression	****	4.3e-49	48.3665315444204	miRNA expression	MSI
hsa-miR-100-5p	LGG	-0.129106462562967	0.0186996199931855	1.7281672189469					miRNA expression	MSI
hsa-miR-100-5p	PRAD	-0.138688786295101	0.0471760679670562	1.32627825953718	Underexpression	**	0.0027	2.56863623584101	miRNA expression	MSI
hsa-miR-100-5p	READ	-0.340852042613934	0.000404069298856101	3.39354414595404	Unchanged	ns	0.8	0.0969100130080564	miRNA expression	MSI
hsa-miR-101-3p	LUSC	-0.176563307378844	0.0259436749456132	1.58596850567839	Underexpression	****	2.8e-22	21.5528419686578	miRNA expression	MSI
hsa-miR-101-3p	OV	0.229561330611568	0.00513277446790103	2.28964781804937					miRNA expression	MSI
hsa-miR-101-3p	LUAD	-0.146584850870739	0.0226531053378852	1.64487225552015	Unchanged	ns	0.27	0.568636235841013	miRNA expression	MSI
hsa-miR-101-3p	KIRC	-0.1766290553116	0.0101795189633565	1.99227274424836	Overexpression	****	1.5e-21	20.8239087409443	miRNA expression	MSI
hsa-miR-101-3p	BRCA	-0.102431783724624	0.00120931821566848	2.91745940540503	Underexpression	****	1.5e-05	4.82390874094432	miRNA expression	MSI
hsa-miR-101-5p	OV	0.265636362317286	6.03086037627424e-05	4.21962072600021					miRNA expression	MSI
hsa-miR-103a-2-5p	BRCA	0.143616911516006	0.000165113168293475	3.78221828900774	Overexpression	****	1.7e-08	7.76955107862173	miRNA expression	MSI
hsa-miR-103a-2-5p	LGG	-0.134239256420651	0.0476106661420263	1.32229574207554					miRNA expression	MSI
hsa-miR-103a-3p	PAAD	0.240653037394292	0.000223259222573218	3.65119059187982	Unchanged	ns	0.064	1.19382002601611	miRNA expression	MSI
hsa-miR-103a-3p	BLCA	0.223991945386687	0.0340853103367921	1.46743274752315	Overexpression	****	2.6e-06	5.58502665202918	miRNA expression	MSI
hsa-miR-105-5p	HNSC	0.141407743864363	0.000132635102639686	3.87734152219659	Overexpression	****	2.9e-05	4.53760200210104	miRNA expression	MSI
hsa-miR-105-5p	LUAD	0.214103636392238	0.0214818997219339	1.66792731504551	Overexpression	**	0.0019	2.72124639904717	miRNA expression	MSI
hsa-miR-105-5p	BLCA	0.229008383736497	4.19219450051637e-05	4.37755857608601	Overexpression	****	1.4e-05	4.85387196432176	miRNA expression	MSI
hsa-miR-106a-5p	LUSC	0.227924922193293	0.0110981870179125	1.9547479610714	Overexpression	****	6.4e-10	9.19382002601611	miRNA expression	MSI
hsa-miR-106a-5p	STAD	0.21085487327758	0.00172620166732451	2.76290846824423	Overexpression	**	0.0041	2.38721614328026	miRNA expression	MSI
hsa-miR-106a-5p	LUAD	0.177661001908918	0.00172620166732451	2.76290846824423	Overexpression	****	6.9e-07	6.16115090926274	miRNA expression	MSI
hsa-miR-106a-5p	BLCA	0.174651817479304	0.000141712939140749	3.84859049455932	Overexpression	****	5.5e-09	8.25963731050576	miRNA expression	MSI
hsa-miR-106a-5p	BRCA	0.126067881999564	0.00404900919972838	2.3926512364727	Overexpression	****	1.2e-13	12.9208187539524	miRNA expression	MSI
hsa-miR-106b-3p	LUSC	0.206869315291358	4.23552772761016e-09	8.37309247083257	Overexpression	***	0.00024	3.61978875828839	miRNA expression	MSI
hsa-miR-106b-3p	LUAD	0.162967750113219	1.12813895645205e-06	5.94763740362966	Unchanged	ns	0.46	0.337242168318426	miRNA expression	MSI
hsa-miR-106b-3p	BLCA	0.318703381492842	0.00587215798004832	2.23120226900814	Overexpression	****	1.1e-09	8.95860731484177	miRNA expression	MSI
hsa-miR-106b-3p	BRCA	0.173961523252484	0.000882109517244183	3.05447749221268	Unchanged	ns	0.38	0.42021640338319	miRNA expression	MSI
hsa-miR-106b-5p	LUSC	0.271470840107705	2.63608893735782e-07	6.57903994144064	Overexpression	****	9.5e-10	9.02227639471115	miRNA expression	MSI
hsa-miR-106b-5p	LUAD	0.1591970988545	0.00614597565636858	2.21140916427582	Overexpression	*	0.011	1.95860731484178	miRNA expression	MSI
hsa-miR-106b-5p	BLCA	0.286803905341003	0.00810651363544228	2.09116588246316	Overexpression	****	2.9e-11	10.537602002101	miRNA expression	MSI
hsa-miR-106b-5p	BRCA	0.115938296273908	1.36709325874078e-06	5.86420185823757	Overexpression	****	4.6e-34	33.3372421683184	miRNA expression	MSI
hsa-miR-107	PAAD	0.295211132792763	1.06267573725972e-05	4.97359923500842	Unchanged	ns	0.9	0.0457574905606751	miRNA expression	MSI
hsa-miR-107	COAD	0.242450467133749	0.00921687225173117	2.0354164319039	Overexpression	***	0.00012	3.92081875395238	miRNA expression	MSI
hsa-miR-107	BLCA	0.254425611965915	0.00204975402098431	2.68829825296316	Overexpression	****	3.9e-07	6.4089353929735	miRNA expression	MSI
hsa-miR-10a-3p	PAAD	-0.280009253577222	0.0171057329838417	1.76685831148082	Unchanged	ns	0.51	0.292429823902064	miRNA expression	MSI
hsa-miR-10a-3p	STAD	0.238619486912953	0.00476256552582351	2.3221590360286	Overexpression	****	5e-05	4.30102999566398	miRNA expression	MSI
hsa-miR-10a-3p	KIRC	0.160776229057587	0.000576360461773745	3.23930581936125	Underexpression	****	2.4e-17	16.6197887582884	miRNA expression	MSI
hsa-miR-10a-5p	PAAD	-0.379971958027846	7.65636361161986e-06	5.11597744947753	Unchanged	ns	0.58	0.236572006437063	miRNA expression	MSI
hsa-miR-10a-5p	STAD	0.202470646957799	0.00801285758077541	2.0962125762697	Unchanged	ns	0.17	0.769551078621726	miRNA expression	MSI
hsa-miR-10b-3p	BRCA	-0.133059082999085	0.00074271093921003	3.12918017941877	Underexpression	****	8.3e-46	45.0809219076239	miRNA expression	MSI
hsa-miR-10b-3p	LGG	0.134245750021141	0.047587028805667	1.32251141042684					miRNA expression	MSI
hsa-miR-10b-5p	BRCA	-0.123266105480489	0.00271913513561775	2.56556920830264	Underexpression	****	2.6e-51	50.5850266520292	miRNA expression	MSI
hsa-miR-1179	PAAD	0.374403358403123	4.80012873611102e-05	4.31874711499256	Unchanged	ns	0.49	0.309803919971486	miRNA expression	MSI
hsa-miR-1179	KIRC	0.226411513248601	1.16837657987775e-05	4.93241715704922	Unchanged	ns	0.86	0.0655015487564323	miRNA expression	MSI
hsa-miR-1180-3p	HNSC	0.170277686450496	1.1807799449691e-07	6.92783103176021	Overexpression	****	1.3e-07	6.88605664769316	miRNA expression	MSI
hsa-miR-1180-3p	LUSC	0.264682423601006	4.58987848428728e-08	7.33819881213204	Overexpression	**	0.0014	2.85387196432176	miRNA expression	MSI
hsa-miR-1180-3p	PAAD	0.620732538781601	0.00142386682703282	2.84653062796699	Unchanged	ns	0.12	0.920818753952375	miRNA expression	MSI
hsa-miR-1180-3p	COAD	0.402543862961624	2.67874120425286e-06	5.57206924196998	Underexpression	****	1.5e-06	5.82390874094432	miRNA expression	MSI
hsa-miR-1180-3p	BLCA	0.292553422148858	4.87860537603523e-18	17.3117043099758	Overexpression	****	8.9e-09	8.05060999335509	miRNA expression	MSI
hsa-miR-1185-1-3p	HNSC	0.152168826408666	0.00899205468490092	2.0461410606186	Underexpression	**	0.0086	2.06550154875643	miRNA expression	MSI
hsa-miR-1185-1-3p	PAAD	0.527496724904389	3.79193606587282e-12	11.421138993716	Unchanged	ns	0.08	1.09691001300806	miRNA expression	MSI
hsa-miR-1197	HNSC	0.165313551265734	0.00268669598082829	2.57078147436277	Unchanged	ns	0.35	0.455931955649724	miRNA expression	MSI
hsa-miR-1197	LUAD	0.171915570940011	0.00279532579701549	2.55356756752702	Unchanged	ns	0.15	0.823908740944319	miRNA expression	MSI
hsa-miR-122-5p	HNSC	0.19083841231749	0.000205250107296429	3.68771660717693	Unchanged	ns	0.52	0.283996656365201	miRNA expression	MSI
hsa-miR-122-5p	KIRC	-0.152957350814285	0.0319993989540016	1.49485817897422	Overexpression	****	1.9e-35	34.7212463990472	miRNA expression	MSI
hsa-miR-1224-5p	LUSC	0.224027779618252	0.000882314212222839	3.05437672514792	Unchanged	ns	0.068	1.16749108729376	miRNA expression	MSI
hsa-miR-1224-5p	KIRP	0.187337810997469	0.0187195366195378	1.72770490592209	Overexpression	**	0.0066	2.18045606445813	miRNA expression	MSI
hsa-miR-1224-5p	BLCA	0.208229580795795	0.000205229014639811	3.68776124001644	Unchanged	ns	0.56	0.2518119729938	miRNA expression	MSI
hsa-miR-1226-3p	LUSC	0.160804036196458	0.00673965272983333	2.17136248052738	Overexpression	****	1.3e-06	5.88605664769316	miRNA expression	MSI
hsa-miR-1226-3p	STAD	0.176927026873937	0.00052584317085822	3.27914376190433	Overexpression	***	0.00075	3.1249387366083	miRNA expression	MSI
hsa-miR-1226-3p	LUAD	0.232231517031925	0.0468732254498867	1.32907516069164	Unchanged	ns	0.1	1	miRNA expression	MSI
hsa-miR-1226-3p	BLCA	0.182720715931472	4.94986969584528e-06	5.30540623361597	Overexpression	****	1.6e-06	5.79588001734407	miRNA expression	MSI
hsa-miR-1226-3p	BRCA	0.135219262778006	0.0298295898912632	1.52535271744537	Overexpression	***	0.00013	3.88605664769316	miRNA expression	MSI
hsa-miR-1226-3p	LGG	-0.131658178321689	0.0352375013096371	1.45299489497935					miRNA expression	MSI
hsa-miR-1229-3p	STAD	0.192130628493319	0.00911081045864961	2.04044298833286	Overexpression	***	0.00039	3.4089353929735	miRNA expression	MSI
hsa-miR-1229-3p	LUAD	0.150739085730066	0.0171450732760048	1.76586065442209	Overexpression	*	0.021	1.67778070526608	miRNA expression	MSI
hsa-miR-1229-3p	BRCA	0.113444035455781	0.0159268792815762	1.79786931167924	Overexpression	***	0.00048	3.31875876262441	miRNA expression	MSI
hsa-miR-1247-3p	HNSC	-0.145501900091629	0.0125989117065869	1.89966696759964	Underexpression	****	7.7e-10	9.11350927482752	miRNA expression	MSI
hsa-miR-1247-3p	PAAD	-0.477196696707427	0.000166335374939339	3.77901537851843	Unchanged	ns	0.19	0.721246399047171	miRNA expression	MSI
hsa-miR-1247-3p	COAD	-0.306349329909	0.0144877734068575	1.83899835513747	Unchanged	ns	0.86	0.0655015487564323	miRNA expression	MSI
hsa-miR-1247-3p	BRCA	-0.109850819723704	1.18764449619964e-09	8.92531353952668	Underexpression	****	1.1e-38	37.9586073148418	miRNA expression	MSI
hsa-miR-1247-5p	HNSC	-0.163708093192611	2.8459190232191e-05	4.54577746133867	Underexpression	***	0.00021	3.67778070526608	miRNA expression	MSI
hsa-miR-1247-5p	LUSC	-0.153955702792349	0.00298056868782512	2.52570086531255	Underexpression	****	1e-08	8	miRNA expression	MSI
hsa-miR-1247-5p	PAAD	-0.473443589025843	0.016734054777719	1.77639881371638	Unchanged	ns	0.063	1.20065945054642	miRNA expression	MSI
hsa-miR-1247-5p	LUAD	-0.150402655459359	0.0422504421996293	1.37416874129763	Underexpression	****	4.9e-05	4.30980391997149	miRNA expression	MSI
hsa-miR-1247-5p	COAD	-0.329964190433985	1.75832575538083e-09	8.75490066244854	Underexpression	***	0.00014	3.85387196432176	miRNA expression	MSI
hsa-miR-1247-5p	READ	-0.356748822869103	0.0406700864093643	1.39072490487424	Underexpression	**	0.0074	2.13076828026902	miRNA expression	MSI
hsa-miR-1251-3p	COAD	0.347915837961717	7.03031159908329e-06	5.15302542565394	Underexpression	**	0.0012	2.92081875395238	miRNA expression	MSI
hsa-miR-1254	HNSC	0.142315919257841	0.0199250869793446	1.70059977409411	Overexpression	****	3.3e-11	10.4814860601221	miRNA expression	MSI
hsa-miR-1254	STAD	0.194795586297284	0.000326114645474618	3.48662969703584	Overexpression	****	1.6e-07	6.79588001734407	miRNA expression	MSI
hsa-miR-1254	KIRC	0.207920552756982	0.0133864740181992	1.8733338005903	Unchanged	ns	0.33	0.481486060122112	miRNA expression	MSI
hsa-miR-125a-5p	PAAD	0.366370337203304	0.00958084979756505	2.01859596837184	Unchanged	ns	0.29	0.537602002101044	miRNA expression	MSI
hsa-miR-125a-5p	STAD	-0.202492933983899	2.12039524814916e-05	4.67358317770769	Underexpression	*	0.013	1.88605664769316	miRNA expression	MSI
hsa-miR-125a-5p	BRCA	0.112208437575304	0.00800070347723836	2.0968718251517	Underexpression	****	4.8e-15	14.3187587626244	miRNA expression	MSI
hsa-miR-125b-1-3p	PAAD	-0.252668877180134	0.00347406890964682	2.45916157138617	Unchanged	ns	0.84	0.0757207139381184	miRNA expression	MSI
hsa-miR-125b-1-3p	BLCA	-0.192388277788338	0.0192959895274042	1.7145329452464	Unchanged	ns	0.072	1.14266750356873	miRNA expression	MSI
hsa-miR-125b-2-3p	PAAD	-0.347744719359813	0.00983258856418362	2.00733213311928	Unchanged	ns	0.24	0.619788758288394	miRNA expression	MSI
hsa-miR-125b-2-3p	STAD	-0.297876378978685	0.0182455132184532	1.73884391608626	Underexpression	*	0.038	1.42021640338319	miRNA expression	MSI
hsa-miR-125b-2-3p	COAD	-0.228944543694051	7.58538522418926e-05	4.12002235864898	Underexpression	****	1.5e-05	4.82390874094432	miRNA expression	MSI
hsa-miR-125b-2-3p	BRCA	-0.111987067402439	2.64874487934281e-06	5.57695986987542	Underexpression	****	1.1e-47	46.9586073148418	miRNA expression	MSI
hsa-miR-125b-5p	PAAD	-0.412209648375159	7.90555227612275e-06	5.10206778517586	Unchanged	ns	0.25	0.602059991327962	miRNA expression	MSI
hsa-miR-125b-5p	STAD	-0.241588673097835	0.00307160594013565	2.51263450120625	Underexpression	**	0.0083	2.08092190762393	miRNA expression	MSI
hsa-miR-125b-5p	LUAD	-0.141343279768845	0.0321529811894075	1.49277875356137	Unchanged	ns	0.66	0.180456064458131	miRNA expression	MSI
hsa-miR-125b-5p	COAD	-0.260507186866649	5.6510373675825e-07	6.24787182091282	Underexpression	****	2.3e-06	5.63827216398241	miRNA expression	MSI
hsa-miR-125b-5p	BLCA	-0.256749283482297	0.000412287138728137	3.38480021277691	Underexpression	***	0.00023	3.63827216398241	miRNA expression	MSI
hsa-miR-126-3p	KIRC	-0.21632925223041	0.000142190280778474	3.8471300881951	Overexpression	****	1.2e-13	12.9208187539524	miRNA expression	MSI
hsa-miR-126-3p	PCPG	-0.331448587954469	0.000142190280778474	3.8471300881951	Unchanged	ns	0.37	0.431798275933005	miRNA expression	MSI
hsa-miR-126-5p	LUAD	-0.154233836284895	0.00357573083474532	2.44663518041987	Unchanged	ns	0.24	0.619788758288394	miRNA expression	MSI
hsa-miR-126-5p	KIRC	-0.180959823131605	0.0129057384753447	1.88921713977635	Overexpression	****	6.4e-19	18.1938200260161	miRNA expression	MSI
hsa-miR-126-5p	PCPG	-0.364714541460964	1.32270205850407e-05	4.87853797056662	Unchanged	ns	0.15	0.823908740944319	miRNA expression	MSI
hsa-miR-1262	LUSC	0.164058355202089	0.0275903412108251	1.55924292855082	Unchanged	ns	0.68	0.167491087293764	miRNA expression	MSI
hsa-miR-1266-5p	LUSC	0.165271537536188	0.000526318928356195	3.27875101088178	Unchanged	ns	0.53	0.275724130399211	miRNA expression	MSI
hsa-miR-1266-5p	STAD	0.318591131743477	8.27760616325806e-06	5.0820952405582	Overexpression	***	0.00056	3.2518119729938	miRNA expression	MSI
hsa-miR-1266-5p	LUAD	0.139283818899442	0.0354656362805366	1.45019224417166	Unchanged	ns	0.76	0.119186407719209	miRNA expression	MSI
hsa-miR-1266-5p	COAD	0.345377332430393	0.0218907462760628	1.65973943267366	Underexpression	****	2.2e-05	4.65757731917779	miRNA expression	MSI
hsa-miR-1266-5p	BLCA	0.213549466208344	0.0334923867405945	1.47505390258448	Overexpression	**	0.0042	2.3767507096021	miRNA expression	MSI
hsa-miR-1266-5p	PRAD	0.13373458338788	2.95211127298336e-07	6.52986727681787	Overexpression	****	6.8e-08	7.16749108729376	miRNA expression	MSI
hsa-miR-1269a	HNSC	0.131797732749579	0.0206632150292985	1.68480210484671	Overexpression	****	6e-05	4.22184874961636	miRNA expression	MSI
hsa-miR-1269a	COAD	-0.229363801349749	0.048687915588708	1.31257881793099	Unchanged	ns	0.077	1.11350927482752	miRNA expression	MSI
hsa-miR-1269b	LGG	0.13504773577993	0.0468796956018582	1.32901521693157					miRNA expression	MSI
hsa-miR-127-3p	BRCA	-0.141642878856148	0.000220542895749737	3.65650692739535	Underexpression	****	1.4e-28	27.8538719643218	miRNA expression	MSI
hsa-miR-1270	BLCA	0.181161956962422	0.00834811412329026	2.07841162252268	Overexpression	****	3.8e-06	5.42021640338319	miRNA expression	MSI
hsa-miR-1271-5p	LUSC	0.172095531355297	0.0115140774660095	1.93877085296432	Overexpression	****	3.6e-11	10.4436974992327	miRNA expression	MSI
hsa-miR-1271-5p	BLCA	0.176874949066047	0.0176905570855799	1.75225849069775	Overexpression	*	0.011	1.95860731484178	miRNA expression	MSI
hsa-miR-1271-5p	BRCA	0.106863943978247	0.0148563717761557	1.82808724104583	Underexpression	****	1.2e-14	13.9208187539524	miRNA expression	MSI
hsa-miR-1275	PAAD	0.235287689540762	0.0238299105899236	1.62287758712797	Unchanged	ns	0.57	0.244125144327509	miRNA expression	MSI
hsa-miR-1275	COAD	-0.226653847665726	0.0435594390348751	1.36091772179108	Underexpression	**	0.0018	2.74472749489669	miRNA expression	MSI
hsa-miR-1277-3p	HNSC	0.144524349107535	0.00142921263120069	2.84490315421287	Overexpression	****	6.8e-08	7.16749108729376	miRNA expression	MSI
hsa-miR-1277-3p	OV	0.239890912051079	0.0157354993136648	1.80311947164311					miRNA expression	MSI
hsa-miR-1277-3p	STAD	0.215986778158949	0.000536792881893243	3.27019325173434	Unchanged	ns	0.36	0.443697499232713	miRNA expression	MSI
hsa-miR-1277-3p	BRCA	0.127855678970817	0.00295005529850589	2.53016984313679	Overexpression	****	4e-22	21.397940008672	miRNA expression	MSI
hsa-miR-128-1-5p	LUSC	0.242551327112939	2.87506368745774e-08	7.5413525305204	Overexpression	****	6.1e-08	7.21467016498923	miRNA expression	MSI
hsa-miR-128-1-5p	BLCA	0.304393336842472	0.049472041962719	1.30564016372437	Overexpression	**	0.0061	2.21467016498923	miRNA expression	MSI
hsa-miR-128-3p	LUSC	0.282783479914813	1.20844875214662e-06	5.91777176241136	Overexpression	****	1.3e-09	8.88605664769316	miRNA expression	MSI
hsa-miR-128-3p	PAAD	0.370861526326211	0.0462548946242669	1.33484230409605	Unchanged	ns	0.91	0.0409586076789064	miRNA expression	MSI
hsa-miR-128-3p	LUAD	0.17170140052768	0.00270775393209571	2.56739080482759	Overexpression	****	3.6e-07	6.44369749923271	miRNA expression	MSI
hsa-miR-128-3p	COAD	0.209516303516661	3.76640635991247e-07	6.42407282549114	Overexpression	*	0.019	1.72124639904717	miRNA expression	MSI
hsa-miR-128-3p	BLCA	0.273573945563268	1.38411994770159e-05	4.85882627233036	Overexpression	****	1.9e-09	8.72124639904717	miRNA expression	MSI
