genes	cancer_types	correlation	Correlation_p.adj	log10_correlation	Expression	Expression_p.sgnif	Expression_p.adj	log10_p.adj	Genotypic_var	Phenotypic_var	p.value_Cox_OS	Type_Cox_OS	p.value_Cox_DSS	Type_Cox_DSS	p.value_Cox_DFI	Type_Cox_DFI	p.value_Cox_PFI	Type_Cox_PFI
(`ABHD14A-ACY1` + ACY1 + ARG1 + ARG2 + ASL + ASS1 + CAD + GLUD2 + GLUL + GPT2 + OTC)	TGCT	-0.426217381191577	3.01891506370763e-05	4.52014910555325	Underexpression	****	1.9e-30	29.7212463990472	Methylation	Stemness	0.59	NS	0.622	NS	0.309	NS	0.317	NS
(`ABHD14A-ACY1` + ACY1 + ARG1 + GPT + OTC)	GBM	-0.628722433038215	4.5867511366892e-05	4.33849482274018	Unchanged	ns	0.59	0.229147988357856	Methylation	Tumor mutational burden	0.617	NS	0.714	NS			0.243	NS
(`ABHD14A-ACY1` + ACY1 + ARG2 + ASL + ASS1 + CAD + CPS1 + GLUL)	LGG	0.395484199946319	0.00339946061660748	2.46858998584422	Overexpression	****	8.7e-61	60.0604807473814	Methylation	Stemness	1.38e-15	Protective	1.72e-15	Protective	0.442	NS	5.85e-18	Protective
(`ABHD14A-ACY1` + ACY1 + ARG2)	THCA	0.328771981663751	5.48219498042687e-14	13.2610455223504	Underexpression	***	0.00089	3.05060999335509	Methylation	Stemness	0.638	NS	0.3	NS	0.435	NS	0.354	NS
(`ABHD14A-ACY1` + ACY1 + ASL + CPS1 + GLUD2 + GLUL + OTC)	LIHC	-0.503586589912386	5.09572467049536e-10	9.29279404560891	Unchanged	ns	0.45	0.346787486224656	Methylation	Stemness	0.856	NS	0.823	NS	0.0684	NS	0.185	NS
(`ABHD14A-ACY1` + ACY1 + CAD + GOT1L1 + GPT)	STAD	-0.383442060856734	2.75171169981466e-08	7.56039706961474	Overexpression	*	0.015	1.82390874094432	Methylation	Microsatellite instability	0.737	NS	0.543	NS	0.526	NS	0.858	NS
(`ABHD14A-ACY1` + ACY1 + GPT)	ESCA	-0.302668419972179	0.000296857771028868	3.52745157779475	Unchanged	ns	0.21	0.677780705266081	Methylation	Tumor mutational burden	0.627	NS	0.456	NS	0.285	NS	0.989	NS
(`ABHD14A-ACY1` + ARG2)	BRCA	0.164925073095483	3.6333338375402e-05	4.4396946965109	Underexpression	****	2e-08	7.69897000433602	Methylation	Stemness	0.26	NS	0.101	NS	0.0586	NS	0.0944	NS
(`ABHD14A-ACY1` + ARG2)	UCEC	0.348184358381807	6.67688920432438e-12	11.1754258303488	Unchanged	ns	0.69	0.161150909262745	Methylation	Stemness	0.433	NS	0.857	NS	0.751	NS	0.565	NS
(`ABHD14A-ACY1` + ASS1)	PRAD	0.34581723095549	0.001837798875346	2.73570201857928	Underexpression	****	3e-15	14.5228787452803	Methylation	Stemness	0.542	NS	0.0799	NS	0.126	NS	0.737	NS
(`ACTA2-AS1` + `CBR3-AS1` + `HNF1A-AS1` + KCNQ1OT1 + LINC00160 + `OIP5-AS1`)	HNSC	-0.264429082101452	1.72768579880349e-08	7.76253523654069	Unchanged	ns	0.85	0.0705810742857073	Methylation	Stemness	0.444	NS	0.399	NS	0.523	NS	0.501	NS
(`ACTA2-AS1` + `CRYM-AS1` + DUXAP10 + `ELFN1-AS1` + `FAM83C-AS1` + LINC00460 + LINC01088 + LINC01234 + PART1 + PWAR5 + SNHG1 + SNHG6)	PCPG	-0.425429430055305	3.43844525849032e-13	12.4636378854196	Unchanged	""			Methylation	Microsatellite instability	0.663	NS	0.503	NS	0.828	NS	0.261	NS
(`ACTA2-AS1` + AIRN + `CRYM-AS1` + DUXAP8 + `ELFN1-AS1` + `FAM83C-AS1` + LINC00460 + LINC01088 + LINC01234 + PART1 + PWAR5 + SNHG1 + SNHG6)	PCPG	-0.484028565113995	5.61446477949128e-05	4.25069163822576	Unchanged	ns	0.052	1.2839966563652	Methylation	Stemness	0.704	NS	0.511	NS	0.901	NS	0.29	NS
(`ADAMTS9-AS2` + `CDKN2B-AS1` + `HAND2-AS1` + LINC00173 + `MCM3AP-AS1` + `PYCARD-AS1`)	COAD	0.463033299424011	8.32942868290617e-05	4.07938478591258	Underexpression	****	2.7e-90	89.568636235841	Methylation	Microsatellite instability	0.423	NS	0.767	NS	0.909	NS	0.972	NS
(`ADAMTS9-AS2` + `CDKN2B-AS1` + `HAND2-AS1` + LINC00173 + LINC00662 + `MCM3AP-AS1`)	COAD	0.347309225662164	2.80506103525037e-07	6.55205768450263	Underexpression	****	6.9e-99	98.1611509092627	Methylation	Tumor mutational burden	0.411	NS	0.6	NS	0.863	NS	0.595	NS
(`ADAMTS9-AS2` + `CDKN2B-AS1` + HAGLR + `HAND2-AS1` + TINCR)	LAML	0.312868977315044	1.67810679015613e-06	5.7751804053072	Unchanged	ns	0.87	0.0604807473813815	Methylation	Stemness	0.377	NS						
(`ADAMTS9-AS2` + `KCNK15-AS1` + `KIF9-AS1` + `MAPT-AS1` + `MCM3AP-AS1` + `PYCARD-AS1` + SNHG7)	THCA	0.428854522289112	7.79203320890056e-25	24.1083492052039	Underexpression	****	1.5e-10	9.82390874094432	Methylation	Stemness	0.142	NS	0.0311	Risky	0.56	NS	0.703	NS
(`ADAMTS9-AS2` + `MAPT-AS1` + SNHG7)	GBM	-0.734949877926376	5.1074155106441e-10	9.29179880894702	Overexpression	****	9.1e-24	23.0409586076789	Methylation	Tumor mutational burden	0.34	NS	0.332	NS			0.797	NS
(`ADAMTS9-AS2` + BCYRN1 + `DDX11-AS1` + `HOXB-AS3` + `KCNK15-AS1` + KCNQ1OT1 + `MAPT-AS1` + `MCM3AP-AS1` + UCA1)	LIHC	-0.331937208372979	1.74482674544681e-10	9.75824769032771	Unchanged	ns	0.61	0.214670164989233	Methylation	Stemness	0.87	NS	0.591	NS	0.13	NS	0.304	NS
(`ADAMTS9-AS2` + BCYRN1 + `DDX11-AS1` + TINCR + UCA1)	THYM	0.727098661450604	0.002786615128515	2.55492300943682	Overexpression	****	1.2e-57	56.9208187539524	Methylation	Stemness	0.153	NS	0.72	NS			0.911	NS
(`ADAMTS9-AS2` + BCYRN1 + CCAT1 + `CDKN2B-AS1` + GAS5 + HAGLR + `HAND2-AS1` + `HOXA11-AS` + `HOXB-AS3` + LINC00467 + LINC00628 + `MAPT-AS1` + `PYCARD-AS1` + SNHG1 + XIST)	TGCT	-0.492919655672862	2.98487898379813e-09	8.52507327181571	Underexpression	****	8.6e-43	42.0655015487564	Methylation	Stemness	0.661	NS	0.715	NS	0.287	NS	0.319	NS
(`ADAMTS9-AS2` + CCAT1 + `CDKN2B-AS1` + HAGLR + `KCNK15-AS1` + `KIF9-AS1` + LINC00173 + LINC00467 + LUCAT1 + `MAPT-AS1` + `MCM3AP-AS1` + MIAT + `PYCARD-AS1` + SNHG7 + TINCR)	LGG	0.516872980246696	2.07613521205598e-35	34.6827443656899	Overexpression	****	1.9e-36	35.7212463990472	Methylation	Stemness	2.61e-15	Protective	5.07e-16	Protective	0.461	NS	8.77e-20	Protective
(`ADAMTS9-AS2` + HAGLR + `HAND2-AS1` + TINCR)	DLBC	0.61649233647849	1.4179696452775e-06	5.84833306607085	Overexpression	****	3.4e-18	17.4685210829577	Methylation	Stemness	0.337	NS	0.157	NS	0.888	NS	0.491	NS
(`ADAMTS9-AS2` + LINC00113 + `MAPT-AS1` + MIR210HG + SNHG1 + TINCR)	BLCA	-0.303913286987519	5.61683197270664e-09	8.25050856783078	Underexpression	*	0.038	1.42021640338319	Methylation	Stemness	0.592	NS	0.506	NS	0.731	NS	0.437	NS
(`ADAMTS9-AS2` + LINC00113 + `MAPT-AS1` + MIR210HG + TINCR)	BLCA	-0.316352786697569	5.7870847169023e-09	8.23754015997032	Underexpression	***	0.00082	3.08618614761628	Methylation	Microsatellite instability	0.493	NS	0.585	NS	0.81	NS	0.49	NS
(`AFAP1-AS1` + `ARAP1-AS1` + `CRYM-AS1` + `DDX11-AS1` + `EZR-AS1` + `HOXA11-AS` + HULC + LINC00160 + LINC00174 + PART1 + `ROR1-AS1` + RPL13AP20)	STAD	-0.51815204387231	0.000130055628798957	3.88587084682508	Overexpression	****	7.4e-73	72.130768280269	Methylation	Microsatellite instability	0.858	NS	0.961	NS	0.643	NS	0.62	NS
(`AFAP1-AS1` + `ARAP1-AS1` + `HOXA11-AS` + RPL13AP20)	STAD	-0.356593110822234	0.0176354273106506	1.75361401280912	Overexpression	****	1.7e-73	72.7695510786217	Methylation	Tumor mutational burden	0.506	NS	0.936	NS	0.924	NS	0.778	NS
(`AFAP1-AS1` + `CBR3-AS1` + `OIP5-AS1` + RPL13AP20)	ESCA	-0.428783441932051	8.62419418280956e-09	8.06428147344986	Overexpression	****	1.6e-74	73.7958800173441	Methylation	Microsatellite instability	0.911	NS	0.818	NS	0.72	NS	0.507	NS
(`AFAP1-AS1` + `CBR3-AS1` + LINC00511 + RPL13AP20)	ESCA	-0.404734456733614	7.81917494556793e-07	6.10683906989292	Overexpression	****	2.9e-77	76.537602002101	Methylation	Tumor mutational burden	0.667	NS	0.728	NS	0.49	NS	0.23	NS
(`AFAP1-AS1` + `CDKN2B-AS1` + `DDX11-AS1` + `DHRS4-AS1` + DUXAP10 + FENDRR + `FEZF1-AS1` + `FOXD2-AS1` + `FOXP4-AS1` + HAGLR + HOTAIRM1 + HOTTIP + `HOXA-AS2` + `HOXA-AS3` + HULC + `LINC-PINT` + LINC00301 + LINC00511 + LINC01296 + `LOXL1-AS1` + NBAT1 + `SH3PXD2A-AS1` + `SOX21-AS1` + `UNC5B-AS1` + `ZEB2-AS1`)	PRAD	0.571155465909025	0.000420042197974617	3.37670707763317	Unchanged	""			Methylation	Stemness	0.219	NS	0.164	NS	0.924	NS	0.575	NS
(`AFAP1-AS1` + `CDKN2B-AS1` + `LOXL1-AS1` + SNHG16)	PCPG	-0.283136135203077	0.00295227339589677	2.52984342705514	Unchanged	ns	0.14	0.853871964321762	Methylation	Microsatellite instability	0.00676	Risky	0.000504	Risky	0.764	NS	0.000565	Risky
(`AFAP1-AS1` + `FAM83H-AS1`)	THYM	0.521365227293668	1.19131082092537e-05	4.92397491341092	Overexpression	****	4.5e-61	60.3467874862247	Methylation	Stemness	0.00819	Protective	0.0261	Protective			0.148	NS
(`AFAP1-AS1` + `LINC-PINT` + SNHG12)	GBM	-0.746888068518856	0.0228957232118904	1.64024563377102	Underexpression	****	7.6e-12	11.1191864077192	Methylation	Tumor mutational burden	0.258	NS	0.207	NS			0.825	NS
(`AFAP1-AS1` + AIRN + `CDKN2B-AS1` + DANCR + LINC00301 + NBAT1 + PCAT18 + PCAT6 + SNHG17 + `SPRY4-IT1` + UCA1 + XIST)	CESC	-0.508983589831937	1.13050413090916e-10	9.9467278463856	Unchanged	ns	0.11	0.958607314841775	Methylation	Tumor mutational burden	0.344	NS	0.437	NS	0.248	NS	0.98	NS
(`AFAP1-AS1` + CASC11 + CASC15 + `CRYM-AS1` + `DDX11-AS1` + `DHRS4-AS1` + DLEU2 + DUXAP10 + DUXAP8 + FENDRR + KCNQ1OT1 + `LAMP5-AS1` + LINC00160 + LINC00174 + LINC00511 + LINC00630 + LINC01232 + `LOXL1-AS1` + `MRPL23-AS1` + NBAT1 + `OIP5-AS1` + PART1 + PWAR5 + SNHG17 + UCA1 + `UNC5B-AS1` + `ZNF674-AS1`)	LIHC	-0.385851136512297	1.16732534688587e-12	11.9328080842589	Unchanged	""			Methylation	Stemness	0.787	NS	0.859	NS	0.182	NS	0.42	NS
(`AFAP1-AS1` + CASC15 + `FOXD2-AS1` + `GATA6-AS1` + MIAT)	LUAD	0.272707099840304	1.29546488824204e-07	6.88757435346116	Unchanged	ns	0.93	0.0315170514460649	Methylation	Tumor mutational burden	0.407	NS	0.902	NS	0.62	NS	0.5	NS
(`AFAP1-AS1` + HULC + KCNQ1OT1 + LINC00301 + NBAT1 + PCAT6 + `ROR1-AS1`)	CESC	-0.345526714371401	0.0249643676363594	1.60267943043074	Underexpression	**	0.0064	2.19382002601611	Methylation	Microsatellite instability	0.763	NS	0.754	NS	0.241	NS	0.746	NS
(`AFAP1-AS1` + LINC01234 + RPL13AP20)	PAAD	-0.580253323882891	0.000100502416940287	3.99782349395286	Overexpression	****	4e-55	54.397940008672	Methylation	Microsatellite instability	0.000872	Risky	0.00175	Risky	0.0414	Risky	0.000459	Risky
(`AFAP1-AS1` + SNHG12)	GBM	-0.451787702188421	0.0148011672989441	1.82970403247672	Underexpression	****	1.1e-06	5.95860731484177	Methylation	Microsatellite instability	0.424	NS	0.359	NS			0.871	NS
(`AGAP2-AS1` + `CACNA1G-AS1` + CASC15 + `FAM83C-AS1` + `HAS2-AS1` + `HNF1A-AS1` + `HOXA-AS2` + LINC01088 + `LOXL1-AS1` + MIAT + PART1 + TINCR + `ZEB2-AS1`)	COAD	0.446611443243168	1.39072760238608e-12	11.8567579256265	Underexpression	****	1.1e-29	28.9586073148418	Methylation	Tumor mutational burden	0.386	NS	0.591	NS	0.578	NS	0.846	NS
(`AGAP2-AS1` + `CBR3-AS1` + DUXAP10 + LINC00665 + LINC01088 + LINC01296 + `MRPL23-AS1` + PART1 + PCAT18 + `TSPEAR-AS2` + `UNC5B-AS1` + XIST)	LUAD	-0.373611159837241	9.78796360675012e-05	4.00930765409518	Unchanged	""			Methylation	Microsatellite instability	0.772	NS	0.42	NS	0.917	NS	0.0782	NS
(`AGAP2-AS1` + `HNF1A-AS1`)	KIRP	-0.200347563586731	0.0012111875774353	2.91678859216944	Unchanged	ns	0.12	0.920818753952375	Methylation	Microsatellite instability	0.04	Risky	0.0237	Risky	0.101	NS	0.029	Risky
(`AGAP2-AS1` + `HOXA-AS2` + `HOXA-AS3` + LINC00467 + `OIP5-AS1` + PART1 + PCAT6)	THYM	0.768902103837265	2.38608950787212e-23	22.6223132689449	Overexpression	****	3.5e-61	60.4559319556497	Methylation	Stemness	0.0259	Protective	0.506	NS			0.926	NS
(`AGAP2-AS1` + CASC15 + `CBR3-AS1` + `HNF1A-AS1` + KCNQ1OT1)	HNSC	-0.212074411904787	0.0366288373697371	1.43617686599068	Overexpression	****	3e-14	13.5228787452803	Methylation	Microsatellite instability	0.718	NS	0.962	NS	0.279	NS	0.934	NS
(`AGAP2-AS1` + DUXAP10 + PART1 + PWAR5)	PAAD	-0.623195534533755	4.18831382801069e-14	13.3779607843315	Unchanged	""			Methylation	Microsatellite instability	0.0866	NS	0.089	NS	0.146	NS	0.0102	Risky
(`AGAP2-AS1` + NBAT1 + SNHG16)	SKCM	-0.50547432529879	4.76384040638152e-07	6.32204279626332	Overexpression	****	2.8e-114	113.552841968658	Methylation	Microsatellite instability	5.74e-05	Protective	8.45e-05	Protective			0.131	NS
(`AGAP2-AS1` + TINCR + `UNC5B-AS1`)	PCPG	-0.281914182894879	0.000202873425075354	3.69277483861975	Overexpression	**	0.0053	2.27572413039921	Methylation	Microsatellite instability	0.00203	Risky	0.000212	Risky	0.328	NS	6.6e-06	Risky
(`ALOX12-AS1` + HULC)	THYM	0.735138772944291	2.56456277238218e-20	19.5909866663134	Overexpression	****	1.3e-09	8.88605664769316	Methylation	Stemness	0.15	NS	0.661	NS			0.656	NS
(`ARAP1-AS1` + `ELFN1-AS1` + LINC01232 + SNHG1 + SNHG6)	THYM	-0.437705489366085	0.00653354968588036	2.18485080185886	Overexpression	****	1.5e-51	50.8239087409443	Methylation	Tumor mutational burden	0.00324	Protective	0.00473	Protective			0.0435	Protective
(`ARAP1-AS1` + `FOXD2-AS1` + `GATA6-AS1` + `LAMP5-AS1` + LINC00662)	HNSC	0.365796827991213	2.03980126835553e-06	5.69041214250587	Overexpression	****	1e-08	8	Methylation	Stemness	0.587	NS	0.421	NS	0.256	NS	0.472	NS
(`ARAP1-AS1` + CASC11 + CASC15 + CIR1 + IL7R + LINC00511 + MSTO2P + `MYLK-AS1` + `SH3PXD2A-AS1` + SNHG17)	GBM	-0.802958089751166	2.32118092226424e-13	12.6342910075498	Overexpression	****	1.7e-61	60.7695510786217	Methylation	Tumor mutational burden	0.861	NS	0.875	NS			0.331	NS
(`ARAP1-AS1` + CASC15 + DANCR + DLEU2 + `FAM83H-AS1` + `FOXP4-AS1` + `HAS2-AS1` + IL7R + LINC00460 + LINC00511 + `LOXL1-AS1` + MIR31HG + SNHG12 + SNHG17 + SNHG22 + `UNC5B-AS1`)	THCA	0.484394430918602	4.40294389483202e-22	21.3562568485673	Overexpression	****	2.9e-42	41.537602002101	Methylation	Stemness	0.351	NS	0.457	NS	0.941	NS	0.791	NS
(`ARAP1-AS1` + CASC15 + MIAT + `MYLK-AS1` + NBAT1 + TERC)	UCEC	0.571763291593721	2.25241522708214e-07	6.64735154534479	Overexpression	****	1.3e-05	4.88605664769316	Methylation	Stemness	0.596	NS	0.487	NS	0.92	NS	0.45	NS
(`ATP5J2-PTCD1` + ATP6V1E2 + COX6B1 + NDUFB5 + NDUFV1)	GBM	-0.548653528199488	0.0020529144611349	2.68762914601715	Overexpression	****	8.2e-84	83.0861861476163	Methylation	Microsatellite instability	0.396	NS	0.529	NS			0.621	NS
(`ATP5J2-PTCD1` + ATP6V1G3 + COX17 + COX7A2L + LHPP)	DLBC	-0.570311273576935	2.70827925201806e-19	18.5673065573585	Overexpression	****	1.8e-18	17.7447274948967	Methylation	Stemness	0.435	NS	0.769	NS	0.895	NS	0.341	NS
(`ATP5J2-PTCD1` + COX11)	PCPG	-0.382303454826058	2.5622716951867e-06	5.59137482093631	Unchanged	ns	0.24	0.619788758288394	Methylation	Stemness	0.0225	Risky	0.0122	Risky	0.877	NS	0.0211	Risky
(`ATP5J2-PTCD1` + NDUFV3)	SARC	0.278634823168152	2.57145025510012e-25	24.5898218727213	Unchanged	ns	0.083	1.08092190762393	Methylation	Stemness	0.693	NS	0.516	NS	0.00627	Risky	0.0888	NS
(`ATP5J2-PTCD1` + UQCR10)	PAAD	-0.401310600804381	0.00359991342044553	2.44370794408685	Overexpression	****	8.2e-56	55.0861861476163	Methylation	Microsatellite instability	0.00777	Risky	0.0407	Risky	0.0727	NS	0.01	Risky
(`BDNF-AS` + `CBR3-AS1` + `EZR-AS1` + `LINC-PINT` + LINC01232 + PWAR5 + `ROR1-AS1` + SNHG15 + SNHG17 + UCA1)	COAD	-0.463877480256116	0.00677897933917771	2.16883568972159	Overexpression	****	1.1e-09	8.95860731484177	Methylation	Stemness	0.368	NS	0.565	NS	0.888	NS	0.603	NS
(`BDNF-AS` + `CBR3-AS1` + DANCR + `DDX11-AS1` + `ELFN1-AS1` + `EZR-AS1` + `FAM83C-AS1` + GAS5 + `HNF1A-AS1` + IL7R + LINC00511 + LINC01088 + LINC01232 + MIR31HG + PART1 + PCAT18 + PWAR5 + SNHG1 + SNHG15 + SNHG17 + `TNK2-AS1` + `TSPEAR-AS2` + UCA1)	ESCA	-0.482883279974664	6.87483997326247e-06	5.1627374065214	Overexpression	****	5.9e-70	69.2291479883579	Methylation	Stemness	0.862	NS	0.949	NS	0.251	NS	0.865	NS
(`BDNF-AS` + `DHRS4-AS1` + DLEU2 + `FAM83H-AS1` + HULC + LINC00511 + `LOXL1-AS1` + MIR31HG + `MYLK-AS1` + PART1 + PCAT18 + PWAR5)	HNSC	-0.34880237994163	1.68119172357214e-14	13.7743827566727	Unchanged	ns	0.82	0.0861861476162833	Methylation	Stemness	0.677	NS	0.466	NS	0.185	NS	0.496	NS
