genes	cancer_types	correlation	Correlation_p.adj	log10_correlation	Expression	Expression_p.sgnif	Expression_p.adj	log10_p.adj	Genotypic_var	Phenotypic_var	p.value_Cox_OS	Type_Cox_OS	p.value_Cox_DSS	Type_Cox_DSS	p.value_Cox_DFI	Type_Cox_DFI	p.value_Cox_PFI	Type_Cox_PFI
AANAT	STAD	0.213644811519426	0.00348888662901346	2.45731314267394	Unchanged	ns	0.081	1.09151498112135	Mutation	MSI	0.995	NS	0.996	NS	0.997	NS	0.995	NS
AANAT	UCEC	0.345171479341856	1.07646347712624e-44	43.9680007005842	Unchanged	ns	0.18	0.744727494896694	Mutation	TMB	0.997	NS	0.997	NS	0.309	NS	0.534	NS
AASDHPPT	BLCA	0.219871751144875	0.000376820787723351	3.42386514689689	Unchanged	ns	0.07	1.15490195998574	Mutation	TMB	0.993	NS	0.995	NS	0.998	NS	0.993	NS
AASDHPPT	CESC	0.29157410683332	6.23796177978177e-06	5.20495729050878	Unchanged	ns	0.14	0.853871964321762	Mutation	MSI	0.995	NS	0.997	NS	0.998	NS	0.997	NS
AASDHPPT	COAD	0.258510689794138	0.00012594803933112	3.89980858889872	Overexpression	****	3.7e-75	74.431798275933	Mutation	TMB	0.648	NS	0.996	NS			0.108	NS
AASDHPPT	LGG	0.435318547928741	1.62818698089255e-23	22.7882957222313	Overexpression	****	8.1e-72	71.0915149811213	Mutation	MSI	0.995	NS	0.996	NS			0.00206	Risky
AASDHPPT	LUAD	0.163323309038222	0.00285532523026921	2.54434441713204	Overexpression	****	2.2e-67	66.6575773191778	Mutation	TMB	0.993	NS	0.994	NS	0.996	NS	0.713	NS
AASDHPPT	READ	0.445880565082477	0.0043338591514006	2.36312520717483	Overexpression	****	5.9e-34	33.2291479883579	Mutation	TMB	0.998	NS	0.999	NS			0.998	NS
AASDHPPT	SKCM	0.164209720637071	0.000394636381146162	3.40380288005012	Overexpression	****	7.4e-23	22.130768280269	Mutation	TMB	0.853	NS	0.701	NS			0.341	NS
AASS	BLCA	0.138017916221304	7.14170913442738e-07	6.14619784160971	Underexpression	****	1.7e-10	9.76955107862173	Mutation	TMB	0.492	NS	0.625	NS	0.354	NS	0.587	NS
AASS	BRCA	0.706291458507683	1.94557672295036e-14	13.7109516383133	Underexpression	****	1.4e-131	130.853871964322	Mutation	TMB	0.772	NS	0.213	NS	0.996	NS	0.592	NS
AASS	CESC	0.301219522947436	3.31303991640894e-06	5.4797733315881	Underexpression	****	5e-08	7.30102999566398	Mutation	MSI	0.996	NS	0.995	NS	0.997	NS	0.732	NS
AASS	CESC	0.242294562691411	1.32793787220608e-12	11.8768222430322	Underexpression	****	5e-08	7.30102999566398	Mutation	TMB	0.996	NS	0.995	NS	0.997	NS	0.732	NS
AASS	GBM	0.995984191856924	8.38213766887089e-09	8.07664521055777	Overexpression	****	2e-36	35.698970004336	Mutation	TMB	0.994	NS	0.995	NS			0.994	NS
AASS	HNSC	0.350198123288961	0.0441100590292746	1.35546236103658	Underexpression	**	0.0063	2.20065945054642	Mutation	TMB	0.924	NS	0.994	NS			0.993	NS
AASS	LIHC	0.547109845466453	5.92487124868582e-28	27.2273210827175	Underexpression	****	2.6e-25	24.5850266520292	Mutation	MSI	0.229	NS	0.0535	NS	0.628	NS	0.793	NS
AASS	LIHC	0.340153541646408	0.00108716869204288	2.9637030627774	Underexpression	****	2.6e-25	24.5850266520292	Mutation	TMB	0.229	NS	0.0535	NS	0.628	NS	0.793	NS
AASS	LUAD	0.136728995677223	0.0213875430853068	1.66983910256167	Underexpression	****	4.5e-91	90.3467874862247	Mutation	TMB	0.454	NS	0.992	NS	0.809	NS	0.855	NS
AASS	LUSC	0.249131573425382	5.07218054034803e-12	11.2948052964746	Underexpression	****	6e-85	84.2218487496164	Mutation	TMB	0.0751	NS	0.558	NS	0.302	NS	0.936	NS
AASS	PAAD	0.999814084344044	1.91946707911571e-17	16.716819332091	Underexpression	****	5.6e-39	38.2518119729938	Mutation	TMB	0.677	NS	0.55	NS	0.23	NS	0.755	NS
AASS	READ	0.36636107021252	0.0183957035358068	1.73528359810869	Underexpression	****	1.6e-41	40.7958800173441	Mutation	MSI	0.697	NS	0.999	NS	0.999	NS	0.997	NS
AASS	READ	0.709231607588892	5.14704429451884e-287	286.288442094275	Underexpression	****	1.6e-41	40.7958800173441	Mutation	TMB	0.697	NS	0.999	NS	0.999	NS	0.997	NS
AASS	SKCM	0.18014314536735	3.99183783255354e-117	116.398827110135	Underexpression	****	3.5e-52	51.4559319556497	Mutation	TMB	0.747	NS	0.951	NS			0.662	NS
AASS	STAD	0.349930161927819	0.02618334051878	1.58197494616101	Underexpression	****	4.5e-56	55.3467874862247	Mutation	TMB	0.3	NS	0.828	NS	0.704	NS	0.423	NS
AASS	UCEC	0.611003013301511	1.08862758598733e-154	153.963120664792	Underexpression	****	4.6e-42	41.3372421683184	Mutation	TMB	0.997	NS	0.997	NS	0.52	NS	0.106	NS
ABAT	BRCA	0.361213397345033	0.00975657840135614	2.01070246122103	Overexpression	****	1.1e-21	20.9586073148418	Mutation	TMB	1.07e-05	Risky	1.35e-05	Risky	0.997	NS	0.000332	Risky
ABAT	COAD	0.350711787545843	3.49629810934356e-24	23.4563915446523	Unchanged	ns	0.91	0.0409586076789064	Mutation	TMB	0.691	NS	0.997	NS	0.998	NS	0.335	NS
ABAT	GBM	0.995984191856924	4.37498765034102e-287	286.359023168561	Unchanged	ns	0.57	0.244125144327509	Mutation	TMB	0.994	NS	0.995	NS			0.994	NS
ABAT	HNSC	0.26585170117655	1.00887329042364e-07	6.99616337561183	Underexpression	**	0.0016	2.79588001734407	Mutation	TMB	0.53	NS	0.189	NS	0.997	NS	0.478	NS
ABAT	LGG	0.435318547928741	2.12916759039796e-23	22.6717901531598	Overexpression	****	9.8e-131	130.008773924308	Mutation	MSI	0.995	NS	0.996	NS			0.00206	Risky
ABAT	LUAD	0.145433193459413	0	Inf	Underexpression	****	3.1e-08	7.50863830616573	Mutation	TMB	0.501	NS	0.18	NS	0.902	NS	0.579	NS
ABAT	PAAD	0.999814084344044	1.17018867017724e-15	14.9317441110649	Underexpression	****	1.1e-23	22.9586073148418	Mutation	TMB	0.677	NS	0.55	NS	0.23	NS	0.755	NS
ABAT	PRAD	0.439553930064714	2.12916759039796e-23	22.6717901531598	Overexpression	****	2.8e-14	13.5528419686578	Mutation	MSI	0.999	NS	0.999	NS	0.998	NS	0.0154	Risky
ABAT	PRAD	0.14379676123299	0.0275036747139307	1.5606092770292	Overexpression	****	2.8e-14	13.5528419686578	Mutation	Stemness	0.999	NS	0.999	NS	0.998	NS	0.0154	Risky
ABAT	PRAD	0.99011586199549	1.15219785070543e-09	8.9384729392359	Overexpression	****	2.8e-14	13.5528419686578	Mutation	TMB	0.999	NS	0.999	NS	0.998	NS	0.0154	Risky
ABAT	READ	0.445880565082477	0.00026915770551668	3.56999318257513	Overexpression	***	0.00032	3.49485002168009	Mutation	TMB	0.998	NS	0.999	NS			0.998	NS
ABAT	SKCM	0.374213235042668	9.16739019778803e-155	154.037754283089	Underexpression	****	1.6e-64	63.7958800173441	Mutation	TMB	0.617	NS	0.353	NS			0.217	NS
ABAT	UCEC	0.472446949152393	2.51805584452807e-08	7.59893464249605	Underexpression	****	5.9e-20	19.2291479883579	Mutation	TMB	0.996	NS	0.997	NS	0.998	NS	0.996	NS
ABHD14A-ACY1	UCEC	0.336631311609646	7.63980894634076e-06	5.1169175019724	Underexpression	****	5.1e-15	14.2924298239021	Mutation	TMB	0.997	NS	0.998	NS			0.996	NS
ABHD16A	BRCA	0.557196716698052	5.14704429451884e-287	286.288442094275	Overexpression	****	4.2e-31	30.3767507096021	Mutation	TMB	0.995	NS	0.996	NS	0.996	NS	0.993	NS
ABHD16A	COAD	0.457406468832756	2.39967626842308e-63	62.619847343422	Overexpression	*	0.016	1.79588001734408	Mutation	TMB	0.188	NS	0.316	NS	0.489	NS	0.449	NS
ABHD16A	GBM	0.995984191856924	2.28851142987645e-71	70.6404469141653	Overexpression	****	2e-15	14.698970004336	Mutation	TMB	0.994	NS	0.995	NS			0.994	NS
ABHD16A	HNSC	0.266748886781454	2.47374569056759e-13	12.6066449493553	Overexpression	****	3e-05	4.52287874528034	Mutation	TMB	0.565	NS	0.994	NS	0.998	NS	0.829	NS
ABHD16A	LUAD	0.174323669863525	0.028039687458808	1.55222683149252	Underexpression	****	2.2e-22	21.6575773191778	Mutation	TMB	0.994	NS	0.995	NS	0.0658	NS	0.31	NS
ABHD16A	LUSC	0.438870909749218	8.24707283261576e-11	10.0837001700224	Underexpression	****	9.8e-62	61.0087739243075	Mutation	MSI	0.564	NS	0.996	NS	0.996	NS	0.992	NS
ABHD16A	PAAD	0.999814084344044	0.00323641335771939	2.4899360150227	Overexpression	****	1.3e-47	46.8860566476932	Mutation	TMB	0.677	NS	0.55	NS	0.23	NS	0.755	NS
ABHD16A	PRAD	0.305147430206257	1.39008610742507e-18	17.8569582969968	Underexpression	****	1.3e-11	10.8860566476932	Mutation	MSI	0.999	NS	0.999	NS	0.997	NS	0.11	NS
ABHD16A	PRAD	0.69793206774099	2.60704823690903e-12	11.5838509332238	Underexpression	****	1.3e-11	10.8860566476932	Mutation	TMB	0.999	NS	0.999	NS	0.997	NS	0.11	NS
ABHD16A	SKCM	0.140071504832298	1.08862758598733e-154	153.963120664792	Overexpression	****	2.9e-62	61.537602002101	Mutation	TMB	0.399	NS	0.27	NS			0.468	NS
ABHD16A	STAD	0.179647689421821	2.5816614406007e-08	7.58810071176733	Overexpression	****	7.2e-11	10.1426675035687	Mutation	TMB	0.299	NS	0.994	NS	0.996	NS	0.993	NS
ABHD16A	UCEC	0.527429438299072	0.0011221184260108	2.94996130613787	Unchanged	ns	0.31	0.508638306165727	Mutation	TMB	0.997	NS	0.998	NS	0.998	NS	0.996	NS
ACAA1	BRCA	0.547089109676167	7.96747604483606e-61	60.0986792336103	Unchanged	ns	0.4	0.397940008672038	Mutation	TMB	0.995	NS	0.997	NS	0.996	NS	0.996	NS
ACAA1	GBM	0.995984191856924	6.87554264834102e-155	154.162693019697	Overexpression	****	2.1e-42	41.6777807052661	Mutation	TMB	0.994	NS	0.995	NS			0.994	NS
ACAA1	PAAD	0.999814084344044	3.34557879143725e-287	286.475528737632	Overexpression	****	2.9e-19	18.537602002101	Mutation	TMB	0.677	NS	0.55	NS	0.23	NS	0.755	NS
ACAA2	CESC	0.425940673326494	0.00411278316667046	2.38586418667387	Underexpression	**	0.0018	2.74472749489669	Mutation	TMB	0.995	NS	0.996	NS	0.998	NS	0.995	NS
ACAA2	ESCA	0.378987787571716	8.54696871134057e-07	6.06818788589894	Underexpression	****	2.4e-05	4.61978875828839	Mutation	TMB	0.713	NS	0.997	NS	0.997	NS	0.996	NS
ACAA2	LGG	0.381176699957761	1.16483973913776e-17	16.9337338215871	Underexpression	****	1.2e-21	20.9208187539524	Mutation	MSI	0.753	NS	0.855	NS	0.0656	NS	0.0599	NS
ACAA2	LGG	0.5772513054792	3.83354088103506e-06	5.41639990104913	Underexpression	****	1.2e-21	20.9208187539524	Mutation	TMB	0.753	NS	0.855	NS	0.0656	NS	0.0599	NS
ACAA2	STAD	0.197961419483707	0.0133819458113131	1.87348073307976	Overexpression	****	1.2e-27	26.9208187539524	Mutation	MSI	0.801	NS	0.911	NS	0.54	NS	0.559	NS
ACAA2	STAD	0.329433369190254	9.75149803509669e-45	44.0109286624141	Overexpression	****	1.2e-27	26.9208187539524	Mutation	TMB	0.801	NS	0.911	NS	0.54	NS	0.559	NS
ACAA2	UCEC	0.272234815653265	1.39597770547108e-10	9.85512151757833	Underexpression	*	0.019	1.72124639904717	Mutation	TMB	0.997	NS	0.997	NS	0.998	NS	0.997	NS
ACACA	ACC	0.349224549535842	0.0258468480112199	1.58759241097615	Underexpression	****	3e-18	17.5228787452803	Mutation	TMB	0.174	NS	0.162	NS			0.632	NS
ACACA	BLCA	0.141149917545153	0.00896349410169575	2.04752266296272	Unchanged	ns	0.28	0.552841968657781	Mutation	TMB	0.144	NS	0.169	NS	0.247	NS	0.274	NS
ACACA	BRCA	0.116486270880323	1.03830786810692e-14	13.9836738549697	Overexpression	****	1.4e-15	14.8538719643218	Mutation	TMB	0.544	NS	0.83	NS	0.964	NS	0.834	NS
ACACA	CESC	0.357476572789352	8.61662423229593e-09	8.06466284605857	Overexpression	****	2.3e-05	4.63827216398241	Mutation	MSI	0.453	NS	0.412	NS	0.997	NS	0.879	NS
ACACA	CESC	0.24900568784655	2.95185349085384e-23	22.529905201623	Overexpression	****	2.3e-05	4.63827216398241	Mutation	TMB	0.453	NS	0.412	NS	0.997	NS	0.879	NS
ACACA	COAD	0.250904729676847	2.33192752991149e-06	5.63228495041757	Overexpression	****	1.1e-23	22.9586073148418	Mutation	MSI	0.755	NS	0.987	NS	0.641	NS	0.877	NS
ACACA	COAD	0.411586084207027	0.0497822637406956	1.30292535867682	Overexpression	****	1.1e-23	22.9586073148418	Mutation	TMB	0.755	NS	0.987	NS	0.641	NS	0.877	NS
ACACA	GBM	0.493089570408714	0.00688298487389579	2.16222318485435	Unchanged	ns	0.51	0.292429823902064	Mutation	TMB	0.996	NS	0.996	NS			0.601	NS
ACACA	LGG	0.232515770476889	0.00442434118444332	2.35415138965823	Overexpression	****	2.4e-83	82.6197887582884	Mutation	MSI	0.382	NS	0.446	NS			0.696	NS
ACACA	LGG	0.351361534360232	0.0159941565343175	1.79603865787124	Overexpression	****	2.4e-83	82.6197887582884	Mutation	TMB	0.382	NS	0.446	NS			0.696	NS
ACACA	LIHC	0.197830613501824	4.2637172278042e-10	9.37021160568798	Overexpression	****	4.3e-08	7.36653154442041	Mutation	TMB	0.644	NS	0.507	NS	0.925	NS	0.626	NS
ACACA	LIHC	0.353477201267318	0.000300974809318093	3.52146985202066	Overexpression	****	4.3e-08	7.36653154442041	Mutation	MSI	0.644	NS	0.507	NS	0.925	NS	0.626	NS
ACACA	LUSC	0.159288076788372	1.84930572932654e-10	9.7329912848476	Overexpression	****	1.5e-21	20.8239087409443	Mutation	TMB	0.557	NS	0.637	NS	0.913	NS	0.947	NS
ACACA	PAAD	0.999814084344044	2.72298972343775e-18	17.5649539976842	Overexpression	****	4.5e-49	48.3467874862247	Mutation	TMB	0.677	NS	0.55	NS	0.23	NS	0.755	NS
ACACA	PRAD	0.223703564999514	1.49000398493349e-05	4.82681257008953	Overexpression	****	9.1e-41	40.0409586076789	Mutation	Stemness	0.998	NS	0.999	NS	0.124	NS	0.0013	Risky
ACACA	PRAD	0.191782162706568	2.42588205216754e-09	8.61513031861291	Overexpression	****	9.1e-41	40.0409586076789	Mutation	MSI	0.998	NS	0.999	NS	0.124	NS	0.0013	Risky
ACACA	PRAD	0.440408424503429	2.17936611399162e-38	37.661669806041	Overexpression	****	9.1e-41	40.0409586076789	Mutation	TMB	0.998	NS	0.999	NS	0.124	NS	0.0013	Risky
ACACA	READ	0.655399227013852	6.43380536814855e-287	286.191532081267	Overexpression	****	3.7e-06	5.43179827593301	Mutation	TMB	0.998	NS	0.999	NS	0.999	NS	0.998	NS
ACACA	SKCM	0.309856298140266	0.0263582844714101	1.57908285920873	Unchanged	ns	0.17	0.769551078621726	Mutation	TMB	0.931	NS	0.989	NS			0.8	NS
ACACA	STAD	0.377117969865839	1.29358906787638e-10	9.88820366330962	Overexpression	****	3.4e-30	29.4685210829577	Mutation	MSI	0.267	NS	0.379	NS	0.311	NS	0.101	NS
ACACA	STAD	0.428797636450755	1.66932421745146e-10	9.77745930611554	Overexpression	****	3.4e-30	29.4685210829577	Mutation	TMB	0.267	NS	0.379	NS	0.311	NS	0.101	NS
ACACA	UCEC	0.805350404251948	2.84560116336229e-09	8.54582597027036	Overexpression	***	2e-04	3.69897000433602	Mutation	TMB	0.996	NS	0.997	NS	0.304	NS	0.0457	Protective
ACACB	ACC	0.329889834541021	0.0361209897338828	1.44224035830109	Underexpression	****	3e-19	18.5228787452803	Mutation	TMB	0.0705	NS	0.0636	NS			0.505	NS
ACACB	CESC	0.308276236014686	1.75690411819666e-06	5.75525193917309	Underexpression	****	9.1e-09	8.04095860767891	Mutation	MSI	0.547	NS	0.329	NS	0.242	NS	0.655	NS
ACACB	CESC	0.253756278748549	8.87181155623287e-72	71.0519876914934	Underexpression	****	9.1e-09	8.04095860767891	Mutation	TMB	0.547	NS	0.329	NS	0.242	NS	0.655	NS
ACACB	COAD	0.526865613058551	5.85965631205755e-06	5.23212785602187	Underexpression	****	2.2e-96	95.6575773191778	Mutation	MSI	0.599	NS	0.476	NS	0.375	NS	0.423	NS
ACACB	COAD	0.426333060331157	0.0197133881677039	1.70523872650294	Underexpression	****	2.2e-96	95.6575773191778	Mutation	TMB	0.599	NS	0.476	NS	0.375	NS	0.423	NS
ACACB	DLBC	0.584618528446495	3.66511239102913e-18	17.435912703136	Overexpression	***	0.00064	3.19382002601611	Mutation	TMB	0.999	NS	0.999	NS			0.999	NS
ACACB	GBM	0.614578550729491	9.51962787159589e-06	5.02138002813561	Underexpression	****	9.4e-36	35.0268721464003	Mutation	TMB	0.0976	NS	0.0588	NS			0.65	NS
ACACB	HNSC	0.226862986043579	0.00035955453946768	3.44423522379755	Underexpression	****	2.4e-06	5.61978875828839	Mutation	MSI	0.543	NS	0.32	NS	0.91	NS	0.141	NS
ACACB	HNSC	0.330543018538634	1.95331270298536e-11	10.7092282255754	Underexpression	****	2.4e-06	5.61978875828839	Mutation	TMB	0.543	NS	0.32	NS	0.91	NS	0.141	NS
ACACB	LGG	0.241257492901913	1.14815223613758e-14	13.940000524019	Underexpression	****	5.2e-56	55.2839966563652	Mutation	MSI	0.266	NS	0.301	NS	0.998	NS	0.794	NS
ACACB	LGG	0.377017568784009	0.00188387164671883	2.7249486901953	Underexpression	****	5.2e-56	55.2839966563652	Mutation	TMB	0.266	NS	0.301	NS	0.998	NS	0.794	NS
ACACB	LUAD	0.220101653515008	3.67409990606011e-05	4.43484903854172	Underexpression	****	1.8e-111	110.744727494897	Mutation	TMB	0.437	NS	0.253	NS	0.597	NS	0.56	NS
ACACB	LUSC	0.21679876941341	0.0120321340172474	1.91965733943304	Underexpression	****	4.6e-120	119.337242168318	Mutation	TMB	0.454	NS	0.282	NS	0.9	NS	0.77	NS
ACACB	PAAD	0.999814084344044	1.5708348666316e-11	10.803869467589	Underexpression	****	2.1e-17	16.6777807052661	Mutation	TMB	0.677	NS	0.55	NS	0.23	NS	0.755	NS
ACACB	PRAD	0.699721363571369	7.81842177132649e-21	20.1068809048914	Underexpression	****	3.7e-58	57.431798275933	Mutation	TMB	0.999	NS	0.999	NS	0.997	NS	0.322	NS
ACACB	PRAD	0.305147430206257	9.21731669527644e-11	10.0353954904478	Underexpression	****	3.7e-58	57.431798275933	Mutation	MSI	0.999	NS	0.999	NS	0.997	NS	0.322	NS
ACACB	READ	0.35673951152692	6.17645315342261e-287	286.209260848227	Underexpression	****	1.7e-45	44.7695510786217	Mutation	TMB	0.998	NS	0.999	NS			0.998	NS
ACACB	SKCM	0.324114077240848	1.45103486574996e-15	14.838322152124	Underexpression	****	1.3e-43	42.8860566476932	Mutation	TMB	0.972	NS	0.563	NS			0.953	NS
ACACB	STAD	0.25311722052536	7.96311643735497e-07	6.09891693393706	Underexpression	****	1e-47	47	Mutation	MSI	0.0369	Protective	0.106	NS	0.525	NS	0.0374	Protective
ACACB	STAD	0.454855534229168	9.4380995378447e-13	12.0251154467315	Underexpression	****	1e-47	47	Mutation	TMB	0.0369	Protective	0.106	NS	0.525	NS	0.0374	Protective
ACACB	UCEC	0.622136012705671	4.2233096565798e-17	16.3743470745747	Underexpression	****	4.7e-42	41.3279021420643	Mutation	TMB	0.0568	NS	0.998	NS	0.999	NS	0.1	NS
ACAD8	COAD	0.323158513279011	1.80380877736667e-06	5.74380950412015	Underexpression	****	3.5e-80	79.4559319556497	Mutation	TMB	0.595	NS	0.658	NS			0.803	NS
ACAD8	LGG	0.676594169896272	2.20811274382965e-67	66.6559787557739	Overexpression	****	1.9e-73	72.7212463990472	Mutation	MSI	0.994	NS	0.994	NS			0.52	NS
ACAD8	LGG	0.999084886026812	0	Inf	Overexpression	****	1.9e-73	72.7212463990472	Mutation	TMB	0.994	NS	0.994	NS			0.52	NS
ACAD8	UCEC	0.291054922257423	0.00148192876530957	2.82917267191439	Underexpression	****	5.4e-24	23.267606240177	Mutation	TMB	0.997	NS	0.998	NS	0.695	NS	0.874	NS
ACADL	HNSC	0.391076127244262	2.58492911206716e-18	17.5875513623032	Underexpression	****	1e-16	16	Mutation	MSI	0.637	NS	0.993	NS	0.997	NS	0.992	NS
ACADL	HNSC	0.445498384155041	3.24273898418967e-24	23.4890880073209	Underexpression	****	1e-16	16	Mutation	TMB	0.637	NS	0.993	NS	0.997	NS	0.992	NS
ACADL	KIRC	0.179505608163032	0.0110597130473018	1.95625614098703	Overexpression	****	4.7e-10	9.32790214206428	Mutation	Stemness	3.46e-05	Risky					6.46e-05	Risky
ACADL	KIRC	0.482369861750642	2.43058425808754e-07	6.6142893191736	Overexpression	****	4.7e-10	9.32790214206428	Mutation	TMB	3.46e-05	Risky					6.46e-05	Risky
ACADL	LUAD	0.228397429629647	4.11763543561507e-287	286.385352107283	Underexpression	****	7.7e-111	110.113509274828	Mutation	TMB	0.776	NS	0.995	NS	0.995	NS	0.993	NS
ACADL	PAAD	0.999814084344044	0.049713010826493	1.30352993338615	Underexpression	****	2.7e-54	53.568636235841	Mutation	TMB	0.677	NS	0.55	NS	0.23	NS	0.755	NS
ACADL	READ	0.943871662157018	4.6085123748623e-39	38.336439241997	Underexpression	****	2e-39	38.698970004336	Mutation	TMB	0.998	NS	0.999	NS	0.999	NS	0.998	NS
ACADL	SKCM	0.130475669028074	7.39408263514762e-21	20.1311157001264	Underexpression	****	3.4e-143	142.468521082958	Mutation	TMB	0.252	NS	0.422	NS			0.308	NS
ACADL	UCEC	0.414985179447694	2.53265018021737e-06	5.59642479255963	Underexpression	****	8.6e-08	7.06550154875643	Mutation	TMB	0.998	NS	0.998	NS	0.66	NS	0.261	NS
ACADM	CESC	0.236672263840527	0.000793120862411534	3.10066062620223	Unchanged	ns	0.88	0.0555173278498314	Mutation	MSI	0.996	NS	0.997	NS	0.997	NS	0.996	NS
ACADM	CESC	0.444249819372982	8.17877994726542e-11	10.0873114764862	Unchanged	ns	0.88	0.0555173278498314	Mutation	TMB	0.996	NS	0.997	NS	0.997	NS	0.996	NS
ACADM	COAD	0.216295213062082	2.9441503251062e-67	66.5310400191656	Underexpression	****	2.7e-21	20.568636235841	Mutation	MSI	0.996	NS	0.997	NS	0.998	NS	0.996	NS
ACADM	GBM	0.995984191856924	0.00269232258679342	2.56987290534296	Overexpression	****	2.6e-42	41.5850266520292	Mutation	TMB	0.994	NS	0.995	NS			0.994	NS
ACADM	LGG	0.676594169896272	0.0245532711631866	1.60989063985536	Overexpression	****	1.6e-51	50.7958800173441	Mutation	MSI	0.994	NS	0.994	NS			0.52	NS
ACADM	LGG	0.999084886026812	1.93757947992514e-07	6.71274047360362	Overexpression	****	1.6e-51	50.7958800173441	Mutation	TMB	0.994	NS	0.994	NS			0.52	NS
ACADM	LUAD	0.143629925320006	0.0235157751488706	1.62864070106297	Overexpression	****	3.1e-18	17.5086383061657	Mutation	MSI	0.458	NS	0.682	NS	0.483	NS	0.52	NS
