cancer_types	genes	correlation	Correlation_p.adj	log10_correlation	Expression	Expression_p.sgnif	Expression_p.adj	log10_p.adj	Genotypic_var	Phenotypic_var	p.value_Cox_OS	Type_Cox_OS	p.value_Cox_DSS	Type_Cox_DSS	p.value_Cox_DFI	Type_Cox_DFI	p.value_Cox_PFI	Type_Cox_PFI	OS_log_rank_chisq	OS_p_val	OS_worst_prognosis_group	DSS_log_rank_chisq	DSS_p_val	DSS_worst_prognosis_group	DFI_log_rank_chisq	DFI_p_val	DFI_worst_prognosis_group	PFI_log_rank_chisq	PFI_p_val	PFI_worst_prognosis_group	immune_cells	cor	padj	Infiltrate_profile	Classification	Microenvironment_score_details
BRCA	NDRG1	0.344372947038972	5.63879075009092e-22	21.2488140213483	Underexpression	****	6.9e-40	39.1611509092627	Mutation	TMB	0.994	NS	0.996	NS	0.995	NS	0.994	NS	0.728205311528022	0.393465536112299	NS	0.379418027985745	0.537914862567561	NS	0.565650457075715	0.451992504199524	NS	0.792379839152035	0.373381483154442	NS	Macrophage M1_CIBERSORT	0.102744935670563	0.106782990033356	anti-tumoral	anti-tumoral	Anti-tumoral: 0.212407297697555 ( Macrophage M1_CIBERSORT(0.102744935670563), T cell CD4+ memory activated_CIBERSORT(0.109662362026992) ) pro-tumoral: 0.107410990346134 ( T cell CD4+ Th2_XCELL(0.107410990346134) ) dual: 0 (  )
BRCA	NDRG1	0.344372947038972	5.63879075009092e-22	21.2488140213483	Underexpression	****	6.9e-40	39.1611509092627	Mutation	TMB	0.994	NS	0.996	NS	0.995	NS	0.994	NS	0.728205311528022	0.393465536112299	NS	0.379418027985745	0.537914862567561	NS	0.565650457075715	0.451992504199524	NS	0.792379839152035	0.373381483154442	NS	T cell CD4+ Th2_XCELL	0.107410990346134	0.0723462999062999	pro-tumoral	anti-tumoral	Anti-tumoral: 0.212407297697555 ( Macrophage M1_CIBERSORT(0.102744935670563), T cell CD4+ memory activated_CIBERSORT(0.109662362026992) ) pro-tumoral: 0.107410990346134 ( T cell CD4+ Th2_XCELL(0.107410990346134) ) dual: 0 (  )
BRCA	NDRG1	0.344372947038972	5.63879075009092e-22	21.2488140213483	Underexpression	****	6.9e-40	39.1611509092627	Mutation	TMB	0.994	NS	0.996	NS	0.995	NS	0.994	NS	0.728205311528022	0.393465536112299	NS	0.379418027985745	0.537914862567561	NS	0.565650457075715	0.451992504199524	NS	0.792379839152035	0.373381483154442	NS	T cell CD4+ memory activated_CIBERSORT	0.109662362026992	0.0606596409476496	anti-tumoral	anti-tumoral	Anti-tumoral: 0.212407297697555 ( Macrophage M1_CIBERSORT(0.102744935670563), T cell CD4+ memory activated_CIBERSORT(0.109662362026992) ) pro-tumoral: 0.107410990346134 ( T cell CD4+ Th2_XCELL(0.107410990346134) ) dual: 0 (  )
BRCA	SMARCC2	0.389524393736621	2.2301911420993e-07	6.65165791345339	Underexpression	****	6.1e-44	43.2146701649892	Mutation	TMB	0.995	NS	0.996	NS	0.996	NS	0.995	NS	0.583789070100029	0.444830947206494	NS	0.342560543595818	0.558354943368488	NS	0.437562905202857	0.508301088759422	NS	0.670371058646615	0.412922269026342	NS	NK cell activated_CIBERSORT	0.107560797153485	0.0738928664846433	anti-tumoral	anti-tumoral	Anti-tumoral: 0.107560797153485 ( NK cell activated_CIBERSORT(0.107560797153485) ) pro-tumoral: 0 (  ) dual: 0 (  )
CESC	PSEN1	0.249570222957975	4.11763543561507e-287	286.385352107283	Overexpression	****	4.4e-05	4.35654732351381	Mutation	TMB	0.987	NS	0.851	NS	0.58	NS	0.885	NS	0.00025344256548322	0.987298310409326	NS	0.0353827201342621	0.850795947912645	NS	0.315722498874622	0.574189677862762	NS	0.0209679881626306	0.884866197190696	NS	Mast cell activated_CIBERSORT	-0.11820656740494	1	dual	pro-tumoral	Anti-tumoral: 0 (  ) pro-tumoral: 0.149667489865826 ( T cell CD4+ Th2_XCELL(0.149667489865826) ) dual: -0.11820656740494 ( Mast cell activated_CIBERSORT(-0.11820656740494) )
CESC	PSEN1	0.249570222957975	4.11763543561507e-287	286.385352107283	Overexpression	****	4.4e-05	4.35654732351381	Mutation	TMB	0.987	NS	0.851	NS	0.58	NS	0.885	NS	0.00025344256548322	0.987298310409326	NS	0.0353827201342621	0.850795947912645	NS	0.315722498874622	0.574189677862762	NS	0.0209679881626306	0.884866197190696	NS	T cell CD4+ Th2_XCELL	0.149667489865826	0.326737797668302	pro-tumoral	pro-tumoral	Anti-tumoral: 0 (  ) pro-tumoral: 0.149667489865826 ( T cell CD4+ Th2_XCELL(0.149667489865826) ) dual: -0.11820656740494 ( Mast cell activated_CIBERSORT(-0.11820656740494) )
CESC	RC3H2	0.462161033580536	3.56296518937948e-18	17.4481884207403	Unchanged	ns	0.087	1.06048074738138	Mutation	TMB	0.28	NS	0.13	NS	0.72	NS	0.546	NS	1.18502929752038	0.276334503744268	NS	2.44596253490319	0.117827589128089	NS	0.130507604226834	0.717906317018029	NS	0.368183595122288	0.543996032932206	NS	Macrophage M2_CIBERSORT	0.123198771166479	1	pro-tumoral	pro-tumoral	Anti-tumoral: 0 (  ) pro-tumoral: 0.123198771166479 ( Macrophage M2_CIBERSORT(0.123198771166479) ) dual: 0 (  )
CESC	ROBO2	0.3641456730456	6.85411561753494e-05	4.1640485740185	Underexpression	**	0.0041	2.38721614328026	Mutation	TMB	0.574	NS	0.843	NS	0.998	NS	0.641	NS	0.325157206814764	0.568524711739456	NS	0.0395461712616761	0.842370545483775	NS	0.640739109451991	0.423443281617524	NS	0.221396987185827	0.637977539640331	NS	Mast cell activated_CIBERSORT	0.128829458090353	0.850419484902731	dual	pro-tumoral	Anti-tumoral: 0 (  ) pro-tumoral: 0.128879023093111 ( T cell regulatory (Tregs)_CIBERSORT(0.128879023093111) ) dual: 0.128829458090353 ( Mast cell activated_CIBERSORT(0.128829458090353) )
CESC	ROBO2	0.3641456730456	6.85411561753494e-05	4.1640485740185	Underexpression	**	0.0041	2.38721614328026	Mutation	TMB	0.574	NS	0.843	NS	0.998	NS	0.641	NS	0.325157206814764	0.568524711739456	NS	0.0395461712616761	0.842370545483775	NS	0.640739109451991	0.423443281617524	NS	0.221396987185827	0.637977539640331	NS	T cell regulatory (Tregs)_CIBERSORT	0.128879023093111	0.850419484902731	pro-tumoral	pro-tumoral	Anti-tumoral: 0 (  ) pro-tumoral: 0.128879023093111 ( T cell regulatory (Tregs)_CIBERSORT(0.128879023093111) ) dual: 0.128829458090353 ( Mast cell activated_CIBERSORT(0.128829458090353) )
CESC	SMARCC2	0.384498547660591	1.59900198377556e-11	10.7961509974531	Underexpression	****	8.8e-06	5.05551732784983	Mutation	TMB	0.343	NS	0.513	NS	0.527	NS	0.753	NS	0.97116372251503	0.324390121276316	NS	0.443186343163662	0.5055885390696	NS	0.408958805328241	0.522498448224245	NS	0.0990475471637103	0.752975622242917	NS	Myeloid dendritic cell activated_CIBERSORT	-0.154679005662352	0.254853423381575	anti-tumoral	pro-tumoral	Anti-tumoral: -0.154679005662352 ( Myeloid dendritic cell activated_CIBERSORT(-0.154679005662352) ) pro-tumoral: 0.2631669052194 ( Granulocyte-monocyte progenitor_XCELL(0.14604682010937), T cell CD4+ Th2_XCELL(0.11712008511003) ) dual: 0 (  )
CESC	SMARCC2	0.384498547660591	1.59900198377556e-11	10.7961509974531	Underexpression	****	8.8e-06	5.05551732784983	Mutation	TMB	0.343	NS	0.513	NS	0.527	NS	0.753	NS	0.97116372251503	0.324390121276316	NS	0.443186343163662	0.5055885390696	NS	0.408958805328241	0.522498448224245	NS	0.0990475471637103	0.752975622242917	NS	Granulocyte-monocyte progenitor_XCELL	0.14604682010937	0.375860033417537	pro-tumoral	pro-tumoral	Anti-tumoral: -0.154679005662352 ( Myeloid dendritic cell activated_CIBERSORT(-0.154679005662352) ) pro-tumoral: 0.2631669052194 ( Granulocyte-monocyte progenitor_XCELL(0.14604682010937), T cell CD4+ Th2_XCELL(0.11712008511003) ) dual: 0 (  )
CESC	SMARCC2	0.384498547660591	1.59900198377556e-11	10.7961509974531	Underexpression	****	8.8e-06	5.05551732784983	Mutation	TMB	0.343	NS	0.513	NS	0.527	NS	0.753	NS	0.97116372251503	0.324390121276316	NS	0.443186343163662	0.5055885390696	NS	0.408958805328241	0.522498448224245	NS	0.0990475471637103	0.752975622242917	NS	T cell CD4+ Th2_XCELL	0.11712008511003	1	pro-tumoral	pro-tumoral	Anti-tumoral: -0.154679005662352 ( Myeloid dendritic cell activated_CIBERSORT(-0.154679005662352) ) pro-tumoral: 0.2631669052194 ( Granulocyte-monocyte progenitor_XCELL(0.14604682010937), T cell CD4+ Th2_XCELL(0.11712008511003) ) dual: 0 (  )
CESC	TCTN2	0.524312339181508	2.93770319239001e-11	10.5319920847945	Unchanged	ns	0.095	1.02227639471115	Mutation	TMB	0.997	NS	0.997	NS	0.997	NS	0.996	NS	0.673602068333986	0.411798573880954	NS	0.545600276763895	0.460121012264248	NS	0.424540365445302	0.514680140887118	NS	0.852704502788225	0.35578837127591	NS	Common lymphoid progenitor_XCELL	-0.124423089146405	1	dual	dual	Anti-tumoral: 0 (  ) pro-tumoral: 0 (  ) dual: -0.124423089146405 ( Common lymphoid progenitor_XCELL(-0.124423089146405) )
COAD	ABTB1	0.197485767510326	0.0156104011530288	1.80658593637972	Underexpression	****	8.1e-60	59.0915149811213	Mutation	TMB	0.579	NS	0.893	NS	0.998	NS	0.197	NS	0.263857622127374	0.607482217181805	NS	0.00858004265847912	0.926198685717712	NS	1.52317190635499	0.217140119605359	NS	1.73926719141476	0.187231705220088	NS	T cell CD4+ Th2_XCELL	0.133569709482536	0.79801251061322	pro-tumoral	pro-tumoral	Anti-tumoral: 0 (  ) pro-tumoral: 0.256935873047902 ( T cell CD4+ Th2_XCELL(0.133569709482536), Macrophage M2_CIBERSORT(0.123366163565366) ) dual: -0.15523287699171 ( B cell plasma_CIBERSORT(-0.15523287699171) )
COAD	ABTB1	0.197485767510326	0.0156104011530288	1.80658593637972	Underexpression	****	8.1e-60	59.0915149811213	Mutation	TMB	0.579	NS	0.893	NS	0.998	NS	0.197	NS	0.263857622127374	0.607482217181805	NS	0.00858004265847912	0.926198685717712	NS	1.52317190635499	0.217140119605359	NS	1.73926719141476	0.187231705220088	NS	Macrophage M2_CIBERSORT	0.123366163565366	1	pro-tumoral	pro-tumoral	Anti-tumoral: 0 (  ) pro-tumoral: 0.256935873047902 ( T cell CD4+ Th2_XCELL(0.133569709482536), Macrophage M2_CIBERSORT(0.123366163565366) ) dual: -0.15523287699171 ( B cell plasma_CIBERSORT(-0.15523287699171) )
COAD	ABTB1	0.197485767510326	0.0156104011530288	1.80658593637972	Underexpression	****	8.1e-60	59.0915149811213	Mutation	TMB	0.579	NS	0.893	NS	0.998	NS	0.197	NS	0.263857622127374	0.607482217181805	NS	0.00858004265847912	0.926198685717712	NS	1.52317190635499	0.217140119605359	NS	1.73926719141476	0.187231705220088	NS	B cell plasma_CIBERSORT	-0.15523287699171	0.312731620404192	dual	pro-tumoral	Anti-tumoral: 0 (  ) pro-tumoral: 0.256935873047902 ( T cell CD4+ Th2_XCELL(0.133569709482536), Macrophage M2_CIBERSORT(0.123366163565366) ) dual: -0.15523287699171 ( B cell plasma_CIBERSORT(-0.15523287699171) )
COAD	AGO2	0.284063413357407	4.64725354456592e-05	4.33280363266379	Overexpression	****	1.1e-11	10.9586073148418	Mutation	TMB	0.426	NS	0.997	NS	0.998	NS	0.921	NS	0.622029577238377	0.430294080857263	NS	1.17325424563913	0.278733588244939	NS	0.586230498996219	0.443880474443274	NS	0.00475690010283186	0.945013272928001	NS	Neutrophil_CIBERSORT	0.195755846592576	0.0362827032784848	dual	dual	Anti-tumoral: 0 (  ) pro-tumoral: -0.130205974810915 ( Hematopoietic stem cell_XCELL(-0.130205974810915) ) dual: 0.195755846592576 ( Neutrophil_CIBERSORT(0.195755846592576) )
COAD	AGO2	0.284063413357407	4.64725354456592e-05	4.33280363266379	Overexpression	****	1.1e-11	10.9586073148418	Mutation	TMB	0.426	NS	0.997	NS	0.998	NS	0.921	NS	0.622029577238377	0.430294080857263	NS	1.17325424563913	0.278733588244939	NS	0.586230498996219	0.443880474443274	NS	0.00475690010283186	0.945013272928001	NS	Hematopoietic stem cell_XCELL	-0.130205974810915	0.91802296399277	pro-tumoral	dual	Anti-tumoral: 0 (  ) pro-tumoral: -0.130205974810915 ( Hematopoietic stem cell_XCELL(-0.130205974810915) ) dual: 0.195755846592576 ( Neutrophil_CIBERSORT(0.195755846592576) )
COAD	C1QTNF1	0.222625318195996	8.96598356762075e-28	27.0474020614214	Underexpression	**	0.0093	2.03151705144606	Mutation	TMB	0.648	NS	0.996	NS		""	0.112	NS	0.230239864698381	0.63134602945867	NS	0.311930285239585	0.576498093754856	NS			""	3.2931593084361	0.0695690414195559	NS	Macrophage M1_CIBERSORT	0.140445795765427	0.615151309256654	anti-tumoral	anti-tumoral	Anti-tumoral: 0.267956166772703 ( Macrophage M1_CIBERSORT(0.140445795765427), T cell CD4+ memory activated_CIBERSORT(0.127510371007276) ) pro-tumoral: 0 (  ) dual: 0 (  )
COAD	C1QTNF1	0.222625318195996	8.96598356762075e-28	27.0474020614214	Underexpression	**	0.0093	2.03151705144606	Mutation	TMB	0.648	NS	0.996	NS		""	0.112	NS	0.230239864698381	0.63134602945867	NS	0.311930285239585	0.576498093754856	NS			""	3.2931593084361	0.0695690414195559	NS	T cell CD4+ memory activated_CIBERSORT	0.127510371007276	1	anti-tumoral	anti-tumoral	Anti-tumoral: 0.267956166772703 ( Macrophage M1_CIBERSORT(0.140445795765427), T cell CD4+ memory activated_CIBERSORT(0.127510371007276) ) pro-tumoral: 0 (  ) dual: 0 (  )
COAD	CALB2	0.182119385875403	0.0322604883081474	1.49132906323568	Underexpression	****	1.7e-48	47.7695510786217	Mutation	TMB	0.288	NS	0.0495	Risky	0.536	NS	0.377	NS	1.2634776478349	0.260993844403741	NS	4.78422151881362	0.0287216275413894	MT	0.435355840227664	0.509372553278104	NS	0.833971712670181	0.361126575398848	NS	T cell follicular helper_CIBERSORT	0.134879247097805	0.755066849237451	dual	pro-tumoral	Anti-tumoral: 0 (  ) pro-tumoral: 0.160193456849737 ( T cell CD4+ Th2_XCELL(0.160193456849737) ) dual: 0.134879247097805 ( T cell follicular helper_CIBERSORT(0.134879247097805) )
COAD	CALB2	0.182119385875403	0.0322604883081474	1.49132906323568	Underexpression	****	1.7e-48	47.7695510786217	Mutation	TMB	0.288	NS	0.0495	Risky	0.536	NS	0.377	NS	1.2634776478349	0.260993844403741	NS	4.78422151881362	0.0287216275413894	MT	0.435355840227664	0.509372553278104	NS	0.833971712670181	0.361126575398848	NS	T cell CD4+ Th2_XCELL	0.160193456849737	0.246052442117779	pro-tumoral	pro-tumoral	Anti-tumoral: 0 (  ) pro-tumoral: 0.160193456849737 ( T cell CD4+ Th2_XCELL(0.160193456849737) ) dual: 0.134879247097805 ( T cell follicular helper_CIBERSORT(0.134879247097805) )
COAD	GLRX3	0.344035694478734	8.74897019646737e-05	4.05804306289904	Overexpression	****	1.1e-85	84.9586073148418	Mutation	TMB	0.271	NS	0.69	NS	0.937	NS	0.215	NS	1.27836207187731	0.25820380255902	NS	0.136923101490571	0.711359230915832	NS	0.00155850672302995	0.968509351469399	NS	1.7507247962736	0.185785641323443	NS	Hematopoietic stem cell_XCELL	-0.125695375221623	1	pro-tumoral	pro-tumoral	Anti-tumoral: 0 (  ) pro-tumoral: 0.093219058178715 ( Hematopoietic stem cell_XCELL(-0.125695375221623), T cell CD4+ Th2_XCELL(0.218914433400338) ) dual: -0.127811168772585 ( B cell plasma_CIBERSORT(-0.127811168772585) )
COAD	GLRX3	0.344035694478734	8.74897019646737e-05	4.05804306289904	Overexpression	****	1.1e-85	84.9586073148418	Mutation	TMB	0.271	NS	0.69	NS	0.937	NS	0.215	NS	1.27836207187731	0.25820380255902	NS	0.136923101490571	0.711359230915832	NS	0.00155850672302995	0.968509351469399	NS	1.7507247962736	0.185785641323443	NS	T cell CD4+ Th2_XCELL	0.218914433400338	0.00861899102457137	pro-tumoral	pro-tumoral	Anti-tumoral: 0 (  ) pro-tumoral: 0.093219058178715 ( Hematopoietic stem cell_XCELL(-0.125695375221623), T cell CD4+ Th2_XCELL(0.218914433400338) ) dual: -0.127811168772585 ( B cell plasma_CIBERSORT(-0.127811168772585) )
COAD	GLRX3	0.344035694478734	8.74897019646737e-05	4.05804306289904	Overexpression	****	1.1e-85	84.9586073148418	Mutation	TMB	0.271	NS	0.69	NS	0.937	NS	0.215	NS	1.27836207187731	0.25820380255902	NS	0.136923101490571	0.711359230915832	NS	0.00155850672302995	0.968509351469399	NS	1.7507247962736	0.185785641323443	NS	B cell plasma_CIBERSORT	-0.127811168772585	1	dual	pro-tumoral	Anti-tumoral: 0 (  ) pro-tumoral: 0.093219058178715 ( Hematopoietic stem cell_XCELL(-0.125695375221623), T cell CD4+ Th2_XCELL(0.218914433400338) ) dual: -0.127811168772585 ( B cell plasma_CIBERSORT(-0.127811168772585) )
COAD	LINC01124	0.171877171347403	0.0180855388976172	1.74266854596929	Overexpression	****	1.5e-64	63.8239087409443	Mutation	TMB	0.137	NS	0.997	NS	0.998	NS	0.996	NS	2.53087426818683	0.111638346370265	NS	0.349007967338431	0.554675233563995	NS	0.466593374915826	0.494558564114297	NS	0.807195473805561	0.368950710896191	NS	T cell CD4+ memory resting_CIBERSORT	-0.139956476400952	0.606797213835742	dual	anti-tumoral	Anti-tumoral: 0.413363216547652 ( T cell CD8+_CIBERSORT(0.134938920634009), T cell CD4+ Th1_XCELL(0.135853517809393), T cell CD4+ memory activated_CIBERSORT(0.14257077810425) ) pro-tumoral: 0.000791226428646 ( Cancer associated fibroblast_XCELL(-0.120925826189456), Macrophage M2_CIBERSORT(0.121717052618102) ) dual: -0.139956476400952 ( T cell CD4+ memory resting_CIBERSORT(-0.139956476400952) )
